person_id,SERIALNO,SPORDER,PUMA,AGEP,SEX,PWGTP,SCHL,RAC1P
2022HU0769424-01,2022HU0769424,01,00400,82,1,70,22,1
2022HU0769424-02,2022HU0769424,02,00400,82,2,52,22,1
2022HU0769447-01,2022HU0769447,01,00100,60,2,150,18,1
2022HU0769447-02,2022HU0769447,02,00100,61,1,114,19,1
2022HU0770273-01,2022HU0770273,01,00500,75,1,9,15,3
2022HU0771773-01,2022HU0771773,01,00500,39,1,43,21,1
2022HU0771773-02,2022HU0771773,02,00500,35,2,48,21,1
2022HU0771773-03,2022HU0771773,03,00500,2,1,113,,1
2022HU0771773-04,2022HU0771773,04,00500,15,1,57,10,1
2022HU0771773-05,2022HU0771773,05,00500,12,2,65,09,1
2022HU0772538-01,2022HU0772538,01,00400,68,1,70,18,9
2022HU0772647-01,2022HU0772647,01,00200,78,1,208,16,1
2022HU0772691-01,2022HU0772691,01,00500,24,1,91,18,1
2022HU0772691-02,2022HU0772691,02,00500,25,2,71,20,1
2022HU0772986-01,2022HU0772986,01,00300,29,1,38,21,1
2022HU0773072-01,2022HU0773072,01,00500,92,1,45,16,1
2022HU0775274-01,2022HU0775274,01,00300,55,2,49,20,1
2022HU0776762-01,2022HU0776762,01,00100,39,2,143,21,1
2022HU0776762-02,2022HU0776762,02,00100,43,1,134,16,1
2022HU0776762-03,2022HU0776762,03,00100,8,2,100,05,1
2022HU0776762-04,2022HU0776762,04,00100,8,2,101,05,1
2022HU0777381-01,2022HU0777381,01,00500,78,2,26,22,9
2022HU0777381-02,2022HU0777381,02,00500,77,2,47,16,1
2022HU0778137-01,2022HU0778137,01,00500,73,1,12,21,1
2022HU0778137-02,2022HU0778137,02,00500,65,2,10,20,1
2022HU0778777-01,2022HU0778777,01,00300,33,1,1305,19,9
2022HU0778777-02,2022HU0778777,02,00300,31,2,288,16,1
2022HU0778777-03,2022HU0778777,03,00300,7,2,228,05,9
2022HU0778777-04,2022HU0778777,04,00300,2,2,609,,9
2022HU0780582-01,2022HU0780582,01,00100,44,1,48,21,1
2022HU0780582-02,2022HU0780582,02,00100,49,2,75,22,1
2022HU0780582-03,2022HU0780582,03,00100,16,2,54,13,1
2022HU0780582-04,2022HU0780582,04,00100,14,1,56,10,1
2022HU0780622-01,2022HU0780622,01,00400,74,2,125,19,1
2022HU0781437-01,2022HU0781437,01,00100,80,1,46,21,1
2022HU0781437-02,2022HU0781437,02,00100,78,2,46,16,6
2022HU0784721-01,2022HU0784721,01,00400,60,2,44,21,1
2022HU0784721-02,2022HU0784721,02,00400,62,1,41,19,1
2022HU0785312-01,2022HU0785312,01,00200,74,2,156,21,1
2022HU0785402-01,2022HU0785402,01,00400,49,1,111,18,1
2022HU0785402-02,2022HU0785402,02,00400,49,2,62,17,1
2022HU0785402-03,2022HU0785402,03,00400,20,2,94,16,1
2022HU0785402-04,2022HU0785402,04,00400,76,2,42,18,1
2022HU0785604-01,2022HU0785604,01,00400,19,1,65,16,1
2022HU0785604-02,2022HU0785604,02,00400,20,1,102,20,1
2022HU0785604-03,2022HU0785604,03,00400,19,1,35,16,1
2022HU0785604-04,2022HU0785604,04,00400,19,1,34,19,1
2022HU0787087-01,2022HU0787087,01,00300,88,2,28,19,1
2022HU0788108-01,2022HU0788108,01,00400,74,2,137,22,1
2022HU0788108-02,2022HU0788108,02,00400,73,1,150,19,1
2022HU0788108-03,2022HU0788108,03,00400,49,1,59,20,1
2022HU0788274-01,2022HU0788274,01,00100,64,2,49,16,1
2022HU0788291-01,2022HU0788291,01,00200,30,1,41,21,9
2022HU0788291-02,2022HU0788291,02,00200,31,2,22,16,9
2022HU0788291-03,2022HU0788291,03,00200,3,2,59,01,9
2022HU0788291-04,2022HU0788291,04,00200,7,1,116,03,9
2022HU0788926-01,2022HU0788926,01,00300,55,2,87,16,1
2022HU0788926-02,2022HU0788926,02,00300,52,1,80,17,1
2022HU0788926-03,2022HU0788926,03,00300,17,1,131,14,1
2022HU0789405-01,2022HU0789405,01,00400,92,2,81,20,1
2022HU0789454-01,2022HU0789454,01,00300,63,2,162,20,1
2022HU0790643-01,2022HU0790643,01,00500,75,2,85,13,3
2022HU0792295-01,2022HU0792295,01,00500,38,1,113,17,1
2022HU0792295-02,2022HU0792295,02,00500,13,2,139,11,1
2022HU0793023-01,2022HU0793023,01,00500,75,2,20,19,1
2022HU0793023-02,2022HU0793023,02,00500,77,1,18,17,1
2022HU0793621-01,2022HU0793621,01,00200,58,2,199,21,1
2022HU0793621-02,2022HU0793621,02,00200,64,1,182,16,1
2022HU0794499-01,2022HU0794499,01,00100,75,1,123,19,1
2022HU0794499-02,2022HU0794499,02,00100,71,2,92,18,1
2022HU0794502-01,2022HU0794502,01,00300,68,1,84,21,1
2022HU0794502-02,2022HU0794502,02,00300,62,2,108,20,1
2022HU0794852-01,2022HU0794852,01,00300,49,2,87,16,1
2022HU0794852-02,2022HU0794852,02,00300,58,1,100,20,1
2022HU0795212-01,2022HU0795212,01,00300,47,1,252,21,1
2022HU0796642-01,2022HU0796642,01,00500,38,2,124,16,1
2022HU0796642-02,2022HU0796642,02,00500,35,1,122,18,1
2022HU0796642-03,2022HU0796642,03,00500,8,1,136,05,1
2022HU0796642-04,2022HU0796642,04,00500,2,1,98,,1
2022HU0798965-01,2022HU0798965,01,00500,74,1,71,19,1
2022HU0799698-01,2022HU0799698,01,00200,27,2,192,17,1
2022HU0799698-02,2022HU0799698,02,00200,31,1,136,16,1
2022HU0799698-03,2022HU0799698,03,00200,7,2,215,04,1
2022HU0799698-04,2022HU0799698,04,00200,0,1,196,,1
2022HU0799698-05,2022HU0799698,05,00200,9,1,381,07,1
2022HU0799698-06,2022HU0799698,06,00200,8,2,215,05,1
2022HU0802795-01,2022HU0802795,01,00400,34,2,50,20,1
2022HU0802795-02,2022HU0802795,02,00400,37,1,46,20,1
2022HU0802795-03,2022HU0802795,03,00400,9,2,37,06,1
2022HU0803407-01,2022HU0803407,01,00400,86,2,57,19,1
2022HU0803407-02,2022HU0803407,02,00400,92,1,87,20,1
2022HU0803722-01,2022HU0803722,01,00100,18,2,87,16,1
2022HU0803722-02,2022HU0803722,02,00100,19,1,34,16,1
2022HU0803824-01,2022HU0803824,01,00200,62,2,107,14,1
2022HU0803824-02,2022HU0803824,02,00200,58,1,81,18,1
2022HU0804065-01,2022HU0804065,01,00100,36,1,58,23,1
2022HU0804065-02,2022HU0804065,02,00100,35,2,64,21,1
2022HU0804065-03,2022HU0804065,03,00100,9,2,17,05,9
2022HU0804065-04,2022HU0804065,04,00100,3,1,41,02,1
2022HU0804065-05,2022HU0804065,05,00100,1,2,32,,1
2022HU0804371-01,2022HU0804371,01,00400,68,1,135,16,1
2022HU0804858-01,2022HU0804858,01,00400,44,1,79,16,1
2022HU0804858-02,2022HU0804858,02,00400,40,2,76,19,1
2022HU0804858-03,2022HU0804858,03,00400,16,2,84,13,1
2022HU0804858-04,2022HU0804858,04,00400,14,1,64,11,1
2022HU0804872-01,2022HU0804872,01,00100,63,2,165,20,1
2022HU0806147-01,2022HU0806147,01,00300,42,1,57,22,1
2022HU0806147-02,2022HU0806147,02,00300,11,2,71,07,1
2022HU0806353-01,2022HU0806353,01,00200,27,1,150,16,1
2022HU0806826-01,2022HU0806826,01,00100,67,2,197,22,1
2022HU0806826-02,2022HU0806826,02,00100,68,1,233,19,1
2022HU0807564-01,2022HU0807564,01,00400,51,2,55,20,1
2022HU0807564-02,2022HU0807564,02,00400,21,1,75,18,1
2022HU0807564-03,2022HU0807564,03,00400,16,1,97,12,1
2022HU0807674-01,2022HU0807674,01,00100,42,2,156,22,1
2022HU0808820-01,2022HU0808820,01,00100,59,2,61,01,8
2022HU0808820-02,2022HU0808820,02,00100,83,1,62,16,1
2022HU0808988-01,2022HU0808988,01,00400,21,1,161,20,1
2022HU0809125-01,2022HU0809125,01,00100,78,1,66,21,1
2022HU0809125-02,2022HU0809125,02,00100,79,2,72,22,1
2022HU0809501-01,2022HU0809501,01,00500,57,2,139,17,1
2022HU0809501-02,2022HU0809501,02,00500,23,2,221,16,1
2022HU0809939-01,2022HU0809939,01,00100,73,1,52,21,1
2022HU0810112-01,2022HU0810112,01,00100,59,1,160,19,1
2022HU0810112-02,2022HU0810112,02,00100,55,2,150,21,1
2022HU0810241-01,2022HU0810241,01,00400,64,1,42,22,1
2022HU0810241-02,2022HU0810241,02,00400,65,2,65,22,1
2022HU0810649-01,2022HU0810649,01,00500,68,2,59,21,1
2022HU0810649-02,2022HU0810649,02,00500,85,1,41,22,1
2022HU0810649-03,2022HU0810649,03,00500,67,2,75,21,1
2022HU0812327-01,2022HU0812327,01,00300,70,2,96,18,1
2022HU0812769-01,2022HU0812769,01,00500,42,2,148,21,1
2022HU0812769-02,2022HU0812769,02,00500,15,2,133,12,1
2022HU0812769-03,2022HU0812769,03,00500,13,2,219,10,1
2022HU0813148-01,2022HU0813148,01,00200,69,2,159,19,1
2022HU0813678-01,2022HU0813678,01,00500,74,2,31,21,3
2022HU0813678-02,2022HU0813678,02,00500,52,2,49,19,3
2022HU0814460-01,2022HU0814460,01,00300,62,2,22,18,1
2022HU0814460-02,2022HU0814460,02,00300,65,1,19,19,1
2022HU0814800-01,2022HU0814800,01,00500,55,1,71,17,1
2022HU0815350-01,2022HU0815350,01,00400,22,1,101,18,1
2022HU0815350-02,2022HU0815350,02,00400,21,2,67,18,1
2022HU0816002-01,2022HU0816002,01,00200,67,2,126,16,1
2022HU0816002-02,2022HU0816002,02,00200,67,1,119,19,1
2022HU0816002-03,2022HU0816002,03,00200,68,2,177,20,1
2022HU0816353-01,2022HU0816353,01,00500,61,1,84,19,1
2022HU0816353-02,2022HU0816353,02,00500,22,1,108,15,1
2022HU0817212-01,2022HU0817212,01,00500,35,2,98,21,1
2022HU0817212-02,2022HU0817212,02,00500,42,1,82,20,1
2022HU0817212-03,2022HU0817212,03,00500,3,2,92,01,1
2022HU0817721-01,2022HU0817721,01,00200,37,2,64,20,1
2022HU0817721-02,2022HU0817721,02,00200,38,1,39,20,3
2022HU0817721-03,2022HU0817721,03,00200,10,1,40,07,1
2022HU0817949-01,2022HU0817949,01,00100,44,2,86,21,1
2022HU0818229-01,2022HU0818229,01,00300,38,1,101,21,1
2022HU0818229-02,2022HU0818229,02,00300,39,2,94,21,1
2022HU0818229-03,2022HU0818229,03,00300,6,1,109,03,1
2022HU0818229-04,2022HU0818229,04,00300,4,2,51,01,1
2022HU0818269-01,2022HU0818269,01,00100,66,2,20,19,1
2022HU0818269-02,2022HU0818269,02,00100,73,1,26,18,1
2022HU0819960-01,2022HU0819960,01,00300,39,2,83,19,1
2022HU0819960-02,2022HU0819960,02,00300,40,1,71,19,1
2022HU0819960-03,2022HU0819960,03,00300,9,1,123,06,1
2022HU0819960-04,2022HU0819960,04,00300,5,2,54,01,1
2022HU0820293-01,2022HU0820293,01,00400,35,2,73,21,1
2022HU0820293-02,2022HU0820293,02,00400,35,1,179,16,9
2022HU0820293-03,2022HU0820293,03,00400,14,2,64,11,1
2022HU0820293-04,2022HU0820293,04,00400,9,2,63,07,1
2022HU0822487-01,2022HU0822487,01,00400,34,1,99,21,1
2022HU0822487-02,2022HU0822487,02,00400,37,2,77,19,1
2022HU0822487-03,2022HU0822487,03,00400,4,1,84,02,1
2022HU0822487-04,2022HU0822487,04,00400,2,2,109,,1
2022HU0823952-01,2022HU0823952,01,00400,30,2,109,21,9
2022HU0823952-02,2022HU0823952,02,00400,31,1,86,18,1
2022HU0823952-03,2022HU0823952,03,00400,5,2,118,01,9
2022HU0823952-04,2022HU0823952,04,00400,3,2,118,01,9
2022HU0823952-05,2022HU0823952,05,00400,2,2,118,,9
2022HU0823952-06,2022HU0823952,06,00400,0,1,118,,9
2022HU0824628-01,2022HU0824628,01,00500,64,2,7,21,1
2022HU0824928-01,2022HU0824928,01,00500,85,2,61,17,1
2022HU0825127-01,2022HU0825127,01,00100,28,2,238,22,1
2022HU0825127-02,2022HU0825127,02,00100,31,1,126,21,1
2022HU0825226-01,2022HU0825226,01,00200,50,2,92,19,1
2022HU0825226-02,2022HU0825226,02,00200,51,1,64,16,1
2022HU0825314-01,2022HU0825314,01,00400,81,2,69,16,1
2022HU0828053-01,2022HU0828053,01,00200,67,1,92,21,1
2022HU0828053-02,2022HU0828053,02,00200,68,2,72,18,1
2022HU0828062-01,2022HU0828062,01,00300,47,1,83,22,1
2022HU0828062-02,2022HU0828062,02,00300,43,2,69,22,1
2022HU0828062-03,2022HU0828062,03,00300,17,1,104,14,1
2022HU0828062-04,2022HU0828062,04,00300,14,2,107,10,1
2022HU0828944-01,2022HU0828944,01,00400,74,2,8,16,1
2022HU0829040-01,2022HU0829040,01,00300,57,2,78,16,8
2022HU0830749-01,2022HU0830749,01,00500,74,2,31,20,1
2022HU0830758-01,2022HU0830758,01,00400,54,2,49,22,1
2022HU0830758-02,2022HU0830758,02,00400,60,1,68,18,1
2022HU0831052-01,2022HU0831052,01,00400,88,2,51,22,1
2022HU0831677-01,2022HU0831677,01,00100,35,1,117,21,1
2022HU0831677-02,2022HU0831677,02,00100,30,2,65,21,9
2022HU0831881-01,2022HU0831881,01,00500,45,1,39,22,1
2022HU0831881-02,2022HU0831881,02,00500,43,2,32,21,1
2022HU0831881-03,2022HU0831881,03,00500,14,1,51,11,1
2022HU0832597-01,2022HU0832597,01,00200,73,1,67,22,1
2022HU0832597-02,2022HU0832597,02,00200,74,2,56,20,1
2022HU0832953-01,2022HU0832953,01,00100,67,2,279,17,1
2022HU0832953-02,2022HU0832953,02,00100,69,1,360,16,1
2022HU0833033-01,2022HU0833033,01,00400,59,1,111,23,1
2022HU0833033-02,2022HU0833033,02,00400,59,2,181,23,2
2022HU0833180-01,2022HU0833180,01,00500,59,1,60,21,1
2022HU0833180-02,2022HU0833180,02,00500,57,2,48,21,1
2022HU0833180-03,2022HU0833180,03,00500,84,1,65,24,1
2022HU0833180-04,2022HU0833180,04,00500,84,2,74,16,1
2022HU0833341-01,2022HU0833341,01,00500,59,1,134,12,1
2022HU0833341-02,2022HU0833341,02,00500,56,2,128,17,1
2022HU0833723-01,2022HU0833723,01,00200,84,1,74,24,1
2022HU0834299-01,2022HU0834299,01,00100,80,1,35,22,1
2022HU0834299-02,2022HU0834299,02,00100,79,2,47,22,1
2022HU0834656-01,2022HU0834656,01,00200,86,2,23,18,1
2022HU0834656-02,2022HU0834656,02,00200,78,1,21,16,1
2022HU0836184-01,2022HU0836184,01,00400,33,2,117,19,1
2022HU0836184-02,2022HU0836184,02,00400,36,1,105,20,1
2022HU0836561-01,2022HU0836561,01,00100,60,2,14,22,1
2022HU0836794-01,2022HU0836794,01,00200,79,1,43,16,1
2022HU0836794-02,2022HU0836794,02,00200,39,1,53,21,1
2022HU0837095-01,2022HU0837095,01,00500,68,2,21,19,9
2022HU0837183-01,2022HU0837183,01,00100,83,1,28,16,1
2022HU0837183-02,2022HU0837183,02,00100,80,2,37,14,1
2022HU0837183-03,2022HU0837183,03,00100,60,1,37,14,1
2022HU0837636-01,2022HU0837636,01,00100,44,2,24,20,1
2022HU0837636-02,2022HU0837636,02,00100,40,1,29,20,1
2022HU0837636-03,2022HU0837636,03,00100,11,1,32,09,1
2022HU0837636-04,2022HU0837636,04,00100,9,1,32,07,1
2022HU0838003-01,2022HU0838003,01,00300,33,2,281,20,1
2022HU0838003-02,2022HU0838003,02,00300,35,1,293,19,1
2022HU0838003-03,2022HU0838003,03,00300,2,2,146,,1
2022HU0838594-01,2022HU0838594,01,00400,86,1,73,01,1
2022HU0838594-02,2022HU0838594,02,00400,79,2,50,01,1
2022HU0839193-01,2022HU0839193,01,00500,68,1,35,19,1
2022HU0839193-02,2022HU0839193,02,00500,64,2,27,16,1
2022HU0839423-01,2022HU0839423,01,00400,60,1,65,19,9
2022HU0839423-02,2022HU0839423,02,00400,58,2,78,19,1
2022HU0839603-01,2022HU0839603,01,00200,75,2,307,22,1
2022HU0840650-01,2022HU0840650,01,00500,42,1,85,20,1
2022HU0840650-02,2022HU0840650,02,00500,40,2,119,22,1
2022HU0841963-01,2022HU0841963,01,00100,65,2,83,21,1
2022HU0842306-01,2022HU0842306,01,00100,79,2,53,18,1
2022HU0842306-02,2022HU0842306,02,00100,88,1,45,24,1
2022HU0842972-01,2022HU0842972,01,00500,69,2,191,16,1
2022HU0843192-01,2022HU0843192,01,00500,70,1,94,21,1
2022HU0843192-02,2022HU0843192,02,00500,59,2,71,22,1
2022HU0843270-01,2022HU0843270,01,00100,64,2,15,16,1
2022HU0843270-02,2022HU0843270,02,00100,65,1,25,16,1
2022HU0843270-03,2022HU0843270,03,00100,36,1,22,15,1
2022HU0843316-01,2022HU0843316,01,00500,51,2,126,18,1
2022HU0843316-02,2022HU0843316,02,00500,50,1,116,19,1
2022HU0844822-01,2022HU0844822,01,00400,60,2,95,21,1
2022HU0845058-01,2022HU0845058,01,00400,55,2,58,21,1
2022HU0845058-02,2022HU0845058,02,00400,26,2,92,16,1
2022HU0845058-03,2022HU0845058,03,00400,3,2,72,01,8
2022HU0845058-04,2022HU0845058,04,00400,22,1,54,19,8
2022HU0845289-01,2022HU0845289,01,00400,70,2,40,16,1
2022HU0845289-02,2022HU0845289,02,00400,66,1,44,16,1
2022HU0845418-01,2022HU0845418,01,00100,75,1,32,21,1
2022HU0845418-02,2022HU0845418,02,00100,69,2,38,21,1
2022HU0846896-01,2022HU0846896,01,00200,76,2,103,16,1
2022HU0848538-01,2022HU0848538,01,00300,37,1,195,17,1
2022HU0848538-02,2022HU0848538,02,00300,35,2,182,16,1
2022HU0848538-03,2022HU0848538,03,00300,4,2,101,01,1
2022HU0848538-04,2022HU0848538,04,00300,17,2,62,13,5
2022HU0848538-05,2022HU0848538,05,00300,15,1,62,12,5
2022HU0848538-06,2022HU0848538,06,00300,11,1,63,07,3
2022HU0848538-07,2022HU0848538,07,00300,11,1,62,07,3
2022HU0849120-01,2022HU0849120,01,00400,67,2,147,16,1
2022HU0849747-01,2022HU0849747,01,00400,20,2,118,20,1
2022HU0849747-02,2022HU0849747,02,00400,20,1,154,20,1
2022HU0850902-01,2022HU0850902,01,00400,67,2,69,18,1
2022HU0850902-02,2022HU0850902,02,00400,68,1,75,22,1
2022HU0852290-01,2022HU0852290,01,00500,44,1,7,16,1
2022HU0854359-01,2022HU0854359,01,00500,76,1,29,18,1
2022HU0854783-01,2022HU0854783,01,00200,60,1,109,17,1
2022HU0854783-02,2022HU0854783,02,00200,49,2,41,19,8
2022HU0855611-01,2022HU0855611,01,00500,36,1,39,19,9
2022HU0855611-02,2022HU0855611,02,00500,31,2,18,17,9
2022HU0855611-03,2022HU0855611,03,00500,10,1,27,07,9
2022HU0855611-04,2022HU0855611,04,00500,7,1,27,04,9
2022HU0855611-05,2022HU0855611,05,00500,12,1,28,08,9
2022HU0856108-01,2022HU0856108,01,00500,57,1,66,19,1
2022HU0856108-02,2022HU0856108,02,00500,56,2,57,24,1
2022HU0856108-03,2022HU0856108,03,00500,23,2,44,19,1
2022HU0856403-01,2022HU0856403,01,00500,78,2,52,21,1
2022HU0856403-02,2022HU0856403,02,00500,83,1,43,19,1
2022HU0856620-01,2022HU0856620,01,00500,47,1,69,22,1
2022HU0856620-02,2022HU0856620,02,00500,44,2,94,22,1
2022HU0856620-03,2022HU0856620,03,00500,16,2,95,12,1
2022HU0856620-04,2022HU0856620,04,00500,13,1,102,10,1
2022HU0856884-01,2022HU0856884,01,00200,70,1,27,12,3
2022HU0857304-01,2022HU0857304,01,00400,35,2,79,18,1
2022HU0857304-02,2022HU0857304,02,00400,26,1,50,21,1
2022HU0857304-03,2022HU0857304,03,00400,8,1,87,05,1
2022HU0857304-04,2022HU0857304,04,00400,6,1,88,03,1
2022HU0859379-01,2022HU0859379,01,00100,83,2,283,21,1
2022HU0860239-01,2022HU0860239,01,00300,49,1,88,21,1
2022HU0860239-02,2022HU0860239,02,00300,49,2,67,21,1
2022HU0860239-03,2022HU0860239,03,00300,19,2,50,16,1
2022HU0860622-01,2022HU0860622,01,00300,71,1,47,20,1
2022HU0860622-02,2022HU0860622,02,00300,68,2,57,19,1
2022HU0861089-01,2022HU0861089,01,00500,61,2,10,16,1
2022HU0861089-02,2022HU0861089,02,00500,59,1,13,17,1
2022HU0861278-01,2022HU0861278,01,00400,28,1,64,16,1
2022HU0861447-01,2022HU0861447,01,00100,87,2,42,16,1
2022HU0862332-01,2022HU0862332,01,00500,47,2,212,21,1
2022HU0863131-01,2022HU0863131,01,00100,68,1,59,19,1
2022HU0863131-02,2022HU0863131,02,00100,66,2,51,21,1
2022HU0863621-01,2022HU0863621,01,00200,64,2,22,19,1
2022HU0863672-01,2022HU0863672,01,00500,38,1,42,18,9
2022HU0863672-02,2022HU0863672,02,00500,36,2,58,21,6
2022HU0863672-03,2022HU0863672,03,00500,11,1,44,09,9
2022HU0863692-01,2022HU0863692,01,00300,37,2,99,18,1
2022HU0863692-02,2022HU0863692,02,00300,19,2,137,18,1
2022HU0863692-03,2022HU0863692,03,00300,13,2,56,10,1
2022HU0863692-04,2022HU0863692,04,00300,9,2,56,07,1
2022HU0863974-01,2022HU0863974,01,00400,32,2,123,18,1
2022HU0863974-02,2022HU0863974,02,00400,33,1,30,20,2
2022HU0863974-03,2022HU0863974,03,00400,15,1,309,11,1
2022HU0863974-04,2022HU0863974,04,00400,13,2,309,09,1
2022HU0863974-05,2022HU0863974,05,00400,6,2,43,03,2
2022HU0863974-06,2022HU0863974,06,00400,1,2,44,,2
2022HU0864225-01,2022HU0864225,01,00200,74,1,258,21,1
2022HU0865457-01,2022HU0865457,01,00300,33,2,100,22,1
2022HU0865457-02,2022HU0865457,02,00300,48,1,118,20,1
2022HU0865457-03,2022HU0865457,03,00300,6,2,147,03,1
2022HU0865611-01,2022HU0865611,01,00500,53,1,10,16,1
2022HU0865611-02,2022HU0865611,02,00500,53,2,11,16,1
2022HU0865611-03,2022HU0865611,03,00500,16,2,13,14,1
2022HU0865674-01,2022HU0865674,01,00400,52,1,31,21,1
2022HU0865674-02,2022HU0865674,02,00400,52,2,28,22,1
2022HU0865820-01,2022HU0865820,01,00200,23,1,49,20,1
2022HU0865820-02,2022HU0865820,02,00200,21,1,118,16,9
2022HU0865889-01,2022HU0865889,01,00400,58,1,61,18,1
2022HU0865889-02,2022HU0865889,02,00400,57,2,80,20,1
2022HU0865925-01,2022HU0865925,01,00100,22,1,102,18,9
2022HU0865925-02,2022HU0865925,02,00100,24,2,243,19,1
2022HU0865925-03,2022HU0865925,03,00100,0,1,131,,1
2022HU0865925-04,2022HU0865925,04,00100,20,1,56,16,1
2022HU0867290-01,2022HU0867290,01,00400,65,1,81,19,1
2022HU0868339-01,2022HU0868339,01,00400,63,2,123,16,1
2022HU0868384-01,2022HU0868384,01,00400,44,1,102,18,1
2022HU0869135-01,2022HU0869135,01,00300,70,2,48,16,1
2022HU0869135-02,2022HU0869135,02,00300,74,1,47,18,1
2022HU0869292-01,2022HU0869292,01,00400,50,2,153,20,1
2022HU0869292-02,2022HU0869292,02,00400,50,1,182,16,1
2022HU0870994-01,2022HU0870994,01,00500,75,1,44,21,1
2022HU0870994-02,2022HU0870994,02,00500,74,2,72,22,1
2022HU0871126-01,2022HU0871126,01,00400,39,1,69,19,1
2022HU0871126-02,2022HU0871126,02,00400,41,2,87,19,1
2022HU0871126-03,2022HU0871126,03,00400,15,1,58,13,1
2022HU0871126-04,2022HU0871126,04,00400,7,2,58,04,1
2022HU0871126-05,2022HU0871126,05,00400,4,2,88,02,1
2022HU0871700-01,2022HU0871700,01,00400,79,1,67,16,1
2022HU0871700-02,2022HU0871700,02,00400,78,2,48,16,1
2022HU0874166-01,2022HU0874166,01,00500,75,2,129,19,1
2022HU0874166-02,2022HU0874166,02,00500,75,1,132,19,1
2022HU0874166-03,2022HU0874166,03,00500,52,2,44,19,1
2022HU0874313-01,2022HU0874313,01,00100,64,1,68,22,1
2022HU0874313-02,2022HU0874313,02,00100,61,2,59,19,9
2022HU0874765-01,2022HU0874765,01,00100,47,1,59,16,1
2022HU0874765-02,2022HU0874765,02,00100,49,2,42,23,1
2022HU0874765-03,2022HU0874765,03,00100,15,2,50,12,1
2022HU0874765-04,2022HU0874765,04,00100,12,2,62,09,1
2022HU0874765-05,2022HU0874765,05,00100,66,2,63,19,1
2022HU0874765-06,2022HU0874765,06,00100,80,1,86,23,1
2022HU0877633-01,2022HU0877633,01,00300,30,1,68,19,9
2022HU0877633-02,2022HU0877633,02,00300,37,2,76,20,6
2022HU0877633-03,2022HU0877633,03,00300,6,2,48,04,9
2022HU0877633-04,2022HU0877633,04,00300,4,1,131,02,9
2022HU0877633-05,2022HU0877633,05,00300,1,1,131,,9
2022HU0878400-01,2022HU0878400,01,00500,40,2,259,01,9
2022HU0878400-02,2022HU0878400,02,00500,20,2,118,16,9
2022HU0878400-03,2022HU0878400,03,00500,13,2,203,09,9
2022HU0878710-01,2022HU0878710,01,00300,55,1,79,20,1
2022HU0878928-01,2022HU0878928,01,00500,24,1,56,21,1
2022HU0878928-02,2022HU0878928,02,00500,24,2,50,21,1
2022HU0878928-03,2022HU0878928,03,00500,0,2,139,,1
2022HU0878999-01,2022HU0878999,01,00200,36,1,152,19,1
2022HU0878999-02,2022HU0878999,02,00200,32,2,133,22,1
2022HU0878999-03,2022HU0878999,03,00200,4,1,111,01,1
2022HU0878999-04,2022HU0878999,04,00200,11,1,144,07,1
2022HU0878999-05,2022HU0878999,05,00200,7,2,140,03,1
2022HU0879448-01,2022HU0879448,01,00100,56,2,19,19,1
2022HU0879448-02,2022HU0879448,02,00100,56,1,22,16,1
2022HU0880520-01,2022HU0880520,01,00500,33,1,132,20,1
2022HU0881086-01,2022HU0881086,01,00300,41,1,86,18,1
2022HU0881659-01,2022HU0881659,01,00500,69,1,61,22,6
2022HU0882124-01,2022HU0882124,01,00100,50,2,62,19,1
2022HU0882124-02,2022HU0882124,02,00100,51,1,93,20,1
2022HU0882182-01,2022HU0882182,01,00300,61,2,164,19,1
2022HU0882320-01,2022HU0882320,01,00400,71,2,73,18,1
2022HU0883267-01,2022HU0883267,01,00300,24,2,113,20,1
2022HU0883267-02,2022HU0883267,02,00300,28,1,69,20,1
2022HU0883267-03,2022HU0883267,03,00300,0,2,38,,1
2022HU0883450-01,2022HU0883450,01,00500,47,1,54,19,1
2022HU0883450-02,2022HU0883450,02,00500,48,2,62,21,1
2022HU0883522-01,2022HU0883522,01,00100,63,1,179,14,1
2022HU0883522-02,2022HU0883522,02,00100,55,2,263,16,1
2022HU0883799-01,2022HU0883799,01,00400,59,1,316,22,1
2022HU0885183-01,2022HU0885183,01,00300,21,2,110,16,1
2022HU0885183-02,2022HU0885183,02,00300,32,1,80,16,1
2022HU0885183-03,2022HU0885183,03,00300,0,2,37,,1
2022HU0885183-04,2022HU0885183,04,00300,9,1,76,08,1
2022HU0885183-05,2022HU0885183,05,00300,3,1,46,01,1
2022HU0885277-01,2022HU0885277,01,00300,54,2,89,18,1
2022HU0885277-02,2022HU0885277,02,00300,58,1,56,18,1
2022HU0885277-03,2022HU0885277,03,00300,30,2,70,22,1
2022HU0887574-01,2022HU0887574,01,00400,68,2,63,18,1
2022HU0887574-02,2022HU0887574,02,00400,66,1,69,16,1
2022HU0887792-01,2022HU0887792,01,00100,64,1,16,21,1
2022HU0887792-02,2022HU0887792,02,00100,62,2,23,20,1
2022HU0888156-01,2022HU0888156,01,00400,88,2,30,16,1
2022HU0888223-01,2022HU0888223,01,00400,22,2,62,18,9
2022HU0888223-02,2022HU0888223,02,00400,22,1,161,19,1
2022HU0888223-03,2022HU0888223,03,00400,1,2,68,,9
2022HU0888223-04,2022HU0888223,04,00400,20,1,54,15,9
2022HU0888420-01,2022HU0888420,01,00300,35,2,70,16,1
