person_id,SERIALNO,SPORDER,PUMA,AGEP,SEX,PWGTP,SCHL,RAC1P
2022HU0232070-06,2022HU0232070,06,00100,50,1,73,16,1
2022HU0232070-07,2022HU0232070,07,00100,45,2,36,11,1
2022HU0232070-08,2022HU0232070,08,00100,23,1,86,16,1
2022HU0234744-01,2022HU0234744,01,00100,33,2,86,19,1
2022HU0234744-02,2022HU0234744,02,00100,49,2,43,19,1
2022HU0235263-01,2022HU0235263,01,00100,48,2,55,18,1
2022HU0235945-01,2022HU0235945,01,00100,71,1,15,19,1
2022HU0235945-02,2022HU0235945,02,00100,69,2,13,16,1
2022HU0235945-03,2022HU0235945,03,00100,44,1,29,20,1
2022HU0236228-01,2022HU0236228,01,00500,38,2,42,20,1
2022HU0236228-02,2022HU0236228,02,00500,40,1,43,16,1
2022HU0236228-03,2022HU0236228,03,00500,12,1,50,09,1
2022HU0236228-04,2022HU0236228,04,00500,11,2,61,08,1
2022HU0236262-01,2022HU0236262,01,00300,66,1,48,16,1
2022HU0236375-01,2022HU0236375,01,00100,46,2,11,21,1
2022HU0236375-02,2022HU0236375,02,00100,52,1,24,16,1
2022HU0236375-03,2022HU0236375,03,00100,18,2,18,13,1
2022HU0236375-04,2022HU0236375,04,00100,78,1,22,16,1
2022HU0236375-05,2022HU0236375,05,00100,74,2,16,20,1
2022HU0236375-06,2022HU0236375,06,00100,19,1,6,19,1
2022HU0237307-01,2022HU0237307,01,00200,49,2,157,19,1
2022HU0237307-02,2022HU0237307,02,00200,52,1,103,16,1
2022HU0238055-01,2022HU0238055,01,00400,36,1,53,20,1
2022HU0238055-02,2022HU0238055,02,00400,40,2,53,18,1
2022HU0238055-03,2022HU0238055,03,00400,7,1,57,03,1
2022HU0238083-01,2022HU0238083,01,00400,24,1,343,21,1
2022HU0238083-02,2022HU0238083,02,00400,22,2,279,21,1
2022HU0238158-01,2022HU0238158,01,00200,64,1,436,17,1
2022HU0238158-02,2022HU0238158,02,00200,58,2,592,18,1
2022HU0238939-01,2022HU0238939,01,00500,68,2,102,18,1
2022HU0240276-01,2022HU0240276,01,00500,66,1,188,19,1
2022HU0240669-01,2022HU0240669,01,00400,49,2,65,20,9
2022HU0240669-02,2022HU0240669,02,00400,49,1,36,16,1
2022HU0240669-03,2022HU0240669,03,00400,24,1,68,21,9
2022HU0240913-01,2022HU0240913,01,00100,65,1,123,23,1
2022HU0240913-02,2022HU0240913,02,00100,66,2,99,23,1
2022HU0241656-01,2022HU0241656,01,00100,36,1,99,22,1
2022HU0241656-02,2022HU0241656,02,00100,33,2,142,22,1
2022HU0241656-03,2022HU0241656,03,00100,6,1,130,02,1
2022HU0241656-04,2022HU0241656,04,00100,4,2,169,02,1
2022HU0241656-05,2022HU0241656,05,00100,2,2,169,,1
2022HU0241656-06,2022HU0241656,06,00100,0,2,168,,1
2022HU0242519-01,2022HU0242519,01,00100,62,2,29,23,1
2022HU0242519-02,2022HU0242519,02,00100,68,1,31,19,1
2022HU0242709-01,2022HU0242709,01,00200,68,1,156,16,1
2022HU0242709-02,2022HU0242709,02,00200,64,2,133,19,1
2022HU0242755-01,2022HU0242755,01,00200,71,1,214,21,1
2022HU0242755-02,2022HU0242755,02,00200,38,2,234,01,1
2022HU0242755-03,2022HU0242755,03,00200,29,2,159,16,1
2022HU0242809-01,2022HU0242809,01,00400,41,1,99,19,1
2022HU0242809-02,2022HU0242809,02,00400,42,2,101,16,1
2022HU0242809-03,2022HU0242809,03,00400,16,1,112,12,1
2022HU0242809-04,2022HU0242809,04,00400,6,1,108,03,1
2022HU0242809-05,2022HU0242809,05,00400,17,1,112,13,1
2022HU0243367-01,2022HU0243367,01,00200,62,2,17,21,1
2022HU0243367-02,2022HU0243367,02,00200,67,1,36,21,1
2022HU0243372-01,2022HU0243372,01,00100,38,2,77,21,1
2022HU0243372-02,2022HU0243372,02,00100,36,1,96,21,1
2022HU0243372-03,2022HU0243372,03,00100,12,1,122,09,1
2022HU0243372-04,2022HU0243372,04,00100,10,2,87,07,1
2022HU0243381-01,2022HU0243381,01,00500,65,2,69,21,1
2022HU0243643-01,2022HU0243643,01,00400,71,1,62,21,1
2022HU0243643-02,2022HU0243643,02,00400,73,2,60,22,1
2022HU0244166-01,2022HU0244166,01,00300,43,1,63,19,1
2022HU0244166-02,2022HU0244166,02,00300,42,2,58,18,1
2022HU0244166-03,2022HU0244166,03,00300,20,1,84,18,1
2022HU0244166-04,2022HU0244166,04,00300,19,1,71,14,9
2022HU0244354-01,2022HU0244354,01,00500,81,1,57,15,1
2022HU0244354-02,2022HU0244354,02,00500,86,2,56,13,1
2022HU0245433-01,2022HU0245433,01,00300,33,1,32,21,9
2022HU0245433-02,2022HU0245433,02,00300,32,2,30,16,1
2022HU0245433-03,2022HU0245433,03,00300,6,2,43,03,9
2022HU0246013-01,2022HU0246013,01,00400,28,2,94,21,1
2022HU0246013-02,2022HU0246013,02,00400,33,1,101,16,1
2022HU0247361-01,2022HU0247361,01,00100,83,2,90,16,1
2022HU0247576-01,2022HU0247576,01,00400,60,1,65,19,1
2022HU0248196-01,2022HU0248196,01,00300,28,1,168,21,1
2022HU0249386-01,2022HU0249386,01,00100,52,1,44,21,1
2022HU0249386-02,2022HU0249386,02,00100,47,2,32,21,1
2022HU0249386-03,2022HU0249386,03,00100,17,2,50,14,1
2022HU0249386-04,2022HU0249386,04,00100,15,1,40,12,1
2022HU0249420-01,2022HU0249420,01,00500,64,1,11,16,1
2022HU0249420-02,2022HU0249420,02,00500,64,2,6,16,1
2022HU0250459-01,2022HU0250459,01,00500,67,1,54,19,1
2022HU0250563-01,2022HU0250563,01,00400,33,1,221,19,1
2022HU0250563-02,2022HU0250563,02,00400,3,1,280,01,1
2022HU0251840-01,2022HU0251840,01,00300,73,1,48,16,1
2022HU0251840-02,2022HU0251840,02,00300,70,2,59,16,1
2022HU0252008-01,2022HU0252008,01,00400,39,1,132,21,1
2022HU0252008-02,2022HU0252008,02,00400,40,2,133,23,1
2022HU0252008-03,2022HU0252008,03,00400,6,2,109,03,1
2022HU0252008-04,2022HU0252008,04,00400,5,2,108,01,1
2022HU0252631-01,2022HU0252631,01,00100,58,1,31,18,1
2022HU0253162-01,2022HU0253162,01,00400,68,2,79,20,1
2022HU0253616-01,2022HU0253616,01,00400,69,2,63,21,1
2022HU0254631-01,2022HU0254631,01,00300,65,2,34,19,1
2022HU0254631-02,2022HU0254631,02,00300,64,1,40,11,1
2022HU0254735-01,2022HU0254735,01,00100,72,1,34,16,1
2022HU0254735-02,2022HU0254735,02,00100,73,2,33,18,1
2022HU0254876-01,2022HU0254876,01,00100,61,2,38,21,9
2022HU0254876-02,2022HU0254876,02,00100,60,1,76,21,1
2022HU0256415-01,2022HU0256415,01,00200,29,1,335,16,1
2022HU0258132-01,2022HU0258132,01,00400,65,1,242,15,1
2022HU0258336-01,2022HU0258336,01,00400,86,1,144,19,1
2022HU0258336-02,2022HU0258336,02,00400,83,2,112,19,1
2022HU0259365-01,2022HU0259365,01,00500,36,1,49,19,1
2022HU0259365-02,2022HU0259365,02,00500,38,2,44,21,1
2022HU0259365-03,2022HU0259365,03,00500,12,2,39,08,1
2022HU0259365-04,2022HU0259365,04,00500,10,2,40,06,1
2022HU0259365-05,2022HU0259365,05,00500,7,1,32,04,1
2022HU0259571-01,2022HU0259571,01,00400,80,1,68,19,1
2022HU0259571-02,2022HU0259571,02,00400,70,2,63,15,1
2022HU0259758-01,2022HU0259758,01,00500,37,1,42,13,1
2022HU0259758-02,2022HU0259758,02,00500,33,2,140,11,1
2022HU0259758-03,2022HU0259758,03,00500,5,1,47,02,9
2022HU0259758-04,2022HU0259758,04,00500,3,1,111,02,1
2022HU0259758-05,2022HU0259758,05,00500,1,2,97,,1
2022HU0261357-01,2022HU0261357,01,00400,56,2,70,18,1
2022HU0261357-02,2022HU0261357,02,00400,63,1,101,20,1
2022HU0261357-03,2022HU0261357,03,00400,22,1,111,13,1
2022HU0261357-04,2022HU0261357,04,00400,20,2,74,13,1
2022HU0261357-05,2022HU0261357,05,00400,19,2,74,13,1
2022HU0261357-06,2022HU0261357,06,00400,18,2,76,11,1
2022HU0261972-01,2022HU0261972,01,00100,75,1,29,18,1
2022HU0261972-02,2022HU0261972,02,00100,61,2,33,18,1
2022HU0262704-01,2022HU0262704,01,00100,59,2,197,19,1
2022HU0262704-02,2022HU0262704,02,00100,65,1,128,16,1
2022HU0262779-01,2022HU0262779,01,00500,54,1,108,21,1
2022HU0262779-02,2022HU0262779,02,00500,53,2,107,22,1
2022HU0262789-01,2022HU0262789,01,00300,37,2,48,20,1
2022HU0262789-02,2022HU0262789,02,00300,41,1,54,18,1
2022HU0262789-03,2022HU0262789,03,00300,6,1,58,03,1
2022HU0263298-01,2022HU0263298,01,00400,51,2,62,22,1
2022HU0263298-02,2022HU0263298,02,00400,50,1,129,24,1
2022HU0263298-03,2022HU0263298,03,00400,21,2,86,19,1
2022HU0263298-04,2022HU0263298,04,00400,15,2,70,12,1
2022HU0263298-05,2022HU0263298,05,00400,12,1,93,09,1
2022HU0264359-01,2022HU0264359,01,00200,38,2,187,20,1
2022HU0264359-02,2022HU0264359,02,00200,35,1,109,18,9
2022HU0264359-03,2022HU0264359,03,00200,16,2,178,13,1
2022HU0264359-04,2022HU0264359,04,00200,10,2,216,07,1
2022HU0264433-01,2022HU0264433,01,00100,61,1,73,21,1
2022HU0265420-01,2022HU0265420,01,00500,61,1,31,19,3
2022HU0265420-02,2022HU0265420,02,00500,48,2,24,19,3
2022HU0265420-03,2022HU0265420,03,00500,18,1,16,16,3
2022HU0265420-04,2022HU0265420,04,00500,0,1,20,,5
2022HU0265420-05,2022HU0265420,05,00500,17,2,38,14,3
2022HU0266327-01,2022HU0266327,01,00500,62,1,43,16,5
2022HU0266327-02,2022HU0266327,02,00500,84,1,62,10,5
2022HU0267020-01,2022HU0267020,01,00500,70,1,59,16,1
2022HU0267020-02,2022HU0267020,02,00500,44,1,100,17,1
2022HU0267485-01,2022HU0267485,01,00200,69,1,171,19,1
2022HU0267488-01,2022HU0267488,01,00200,45,1,54,21,1
2022HU0267488-02,2022HU0267488,02,00200,35,2,59,20,1
2022HU0267488-03,2022HU0267488,03,00200,16,1,64,12,1
2022HU0267488-04,2022HU0267488,04,00200,13,1,38,10,1
2022HU0267488-05,2022HU0267488,05,00200,11,2,60,07,1
2022HU0267688-01,2022HU0267688,01,00500,25,2,260,16,1
2022HU0267688-02,2022HU0267688,02,00500,28,1,265,16,1
2022HU0267688-03,2022HU0267688,03,00500,1,2,161,,1
2022HU0269565-01,2022HU0269565,01,00100,68,2,378,16,1
2022HU0269970-01,2022HU0269970,01,00200,32,1,159,21,1
2022HU0269970-02,2022HU0269970,02,00200,33,2,85,21,1
2022HU0269970-03,2022HU0269970,03,00200,2,1,230,,1
2022HU0269970-04,2022HU0269970,04,00200,0,2,233,,1
2022HU0270113-01,2022HU0270113,01,00100,37,2,132,21,1
2022HU0270113-02,2022HU0270113,02,00100,44,1,123,18,1
2022HU0270113-03,2022HU0270113,03,00100,3,1,83,01,1
2022HU0270113-04,2022HU0270113,04,00100,1,2,96,,1
2022HU0270113-05,2022HU0270113,05,00100,0,1,82,,1
2022HU0270323-01,2022HU0270323,01,00500,39,2,150,20,1
2022HU0270323-02,2022HU0270323,02,00500,47,1,122,18,1
2022HU0270323-03,2022HU0270323,03,00500,6,2,147,03,1
2022HU0271972-01,2022HU0271972,01,00400,58,2,19,21,1
2022HU0271972-02,2022HU0271972,02,00400,69,1,22,20,1
2022HU0272170-01,2022HU0272170,01,00400,54,1,71,20,1
2022HU0272395-01,2022HU0272395,01,00500,30,2,43,19,9
2022HU0272395-02,2022HU0272395,02,00500,31,1,98,16,1
2022HU0272395-03,2022HU0272395,03,00500,6,1,37,04,9
2022HU0272395-04,2022HU0272395,04,00500,4,2,47,02,9
2022HU0272435-01,2022HU0272435,01,00300,42,1,92,20,1
2022HU0272435-02,2022HU0272435,02,00300,39,1,98,20,1
2022HU0273007-01,2022HU0273007,01,00500,47,1,23,17,9
2022HU0274282-01,2022HU0274282,01,00500,77,1,148,19,1
2022HU0274810-01,2022HU0274810,01,00100,80,2,38,22,1
2022HU0274810-02,2022HU0274810,02,00100,81,1,34,24,1
2022HU0275158-01,2022HU0275158,01,00100,92,2,75,16,1
2022HU0275158-02,2022HU0275158,02,00100,48,2,26,22,1
2022HU0275158-03,2022HU0275158,03,00100,12,2,69,09,9
2022HU0276035-01,2022HU0276035,01,00100,60,2,464,18,1
2022HU0276195-01,2022HU0276195,01,00500,82,2,26,11,3
2022HU0276195-02,2022HU0276195,02,00500,51,1,59,12,3
2022HU0276195-03,2022HU0276195,03,00500,45,2,52,16,3
2022HU0276195-04,2022HU0276195,04,00500,19,2,32,14,3
2022HU0276195-05,2022HU0276195,05,00500,14,1,22,10,3
2022HU0276195-06,2022HU0276195,06,00500,11,2,29,07,3
2022HU0276195-07,2022HU0276195,07,00500,30,1,74,16,1
2022HU0276472-01,2022HU0276472,01,00300,41,1,119,21,1
2022HU0276890-01,2022HU0276890,01,00300,79,2,182,21,1
2022HU0276892-01,2022HU0276892,01,00500,42,2,82,21,1
2022HU0276892-02,2022HU0276892,02,00500,45,1,61,19,1
2022HU0276892-03,2022HU0276892,03,00500,12,1,89,08,1
2022HU0276892-04,2022HU0276892,04,00500,8,1,89,04,1
2022HU0276892-05,2022HU0276892,05,00500,17,2,83,13,1
2022HU0276892-06,2022HU0276892,06,00500,13,1,91,09,1
2022HU0276892-07,2022HU0276892,07,00500,12,1,90,08,1
2022HU0276902-01,2022HU0276902,01,00300,71,1,108,22,1
2022HU0279005-01,2022HU0279005,01,00300,62,2,170,20,1
2022HU0279246-01,2022HU0279246,01,00500,20,1,76,16,1
2022HU0279246-02,2022HU0279246,02,00500,21,2,98,15,1
2022HU0279346-01,2022HU0279346,01,00500,66,1,53,16,1
2022HU0279346-02,2022HU0279346,02,00500,55,2,92,21,1
2022HU0279437-01,2022HU0279437,01,00400,64,1,126,16,1
2022HU0279437-02,2022HU0279437,02,00400,63,2,354,16,8
2022HU0280241-01,2022HU0280241,01,00100,83,1,72,21,1
2022HU0280323-01,2022HU0280323,01,00300,79,1,109,16,1
2022HU0280476-01,2022HU0280476,01,00500,41,1,188,16,9
2022HU0280476-02,2022HU0280476,02,00500,42,2,164,15,9
2022HU0280476-03,2022HU0280476,03,00500,13,1,122,10,9
2022HU0280476-04,2022HU0280476,04,00500,8,1,123,06,9
2022HU0280476-05,2022HU0280476,05,00500,7,2,123,04,9
2022HU0280476-06,2022HU0280476,06,00500,8,2,124,05,9
2022HU0280998-01,2022HU0280998,01,00100,44,1,141,16,1
2022HU0280998-02,2022HU0280998,02,00100,51,2,58,21,1
2022HU0282860-01,2022HU0282860,01,00400,36,2,54,21,1
2022HU0282860-02,2022HU0282860,02,00400,38,1,71,19,1
2022HU0282860-03,2022HU0282860,03,00400,7,1,54,04,1
2022HU0282860-04,2022HU0282860,04,00400,4,2,76,01,1
2022HU0282860-05,2022HU0282860,05,00400,2,1,60,,1
2022HU0283218-01,2022HU0283218,01,00100,53,2,272,19,1
2022HU0283218-02,2022HU0283218,02,00100,54,1,295,16,1
2022HU0283218-03,2022HU0283218,03,00100,27,1,264,15,1
2022HU0284239-01,2022HU0284239,01,00500,42,2,339,15,1
2022HU0284239-02,2022HU0284239,02,00500,40,1,265,16,1
2022HU0284239-03,2022HU0284239,03,00500,20,1,265,19,1
2022HU0284239-04,2022HU0284239,04,00500,14,1,269,12,1
2022HU0285206-01,2022HU0285206,01,00400,37,1,70,21,1
2022HU0286363-01,2022HU0286363,01,00500,82,2,24,24,3
2022HU0286475-01,2022HU0286475,01,00100,56,1,201,24,1
2022HU0287049-01,2022HU0287049,01,00400,59,2,174,20,1
2022HU0287049-02,2022HU0287049,02,00400,59,1,160,16,1
2022HU0287489-01,2022HU0287489,01,00100,59,2,88,21,1
2022HU0288399-01,2022HU0288399,01,00100,75,1,15,21,1
2022HU0288399-02,2022HU0288399,02,00100,62,2,21,21,1
2022HU0289522-01,2022HU0289522,01,00100,33,1,63,18,1
2022HU0289522-02,2022HU0289522,02,00100,32,2,98,12,1
2022HU0289522-03,2022HU0289522,03,00100,13,2,86,11,1
2022HU0289522-04,2022HU0289522,04,00100,11,1,76,08,1
2022HU0289522-05,2022HU0289522,05,00100,16,2,65,12,1
2022HU0289522-06,2022HU0289522,06,00100,0,2,90,,1
2022HU0290114-01,2022HU0290114,01,00400,64,1,98,24,1
2022HU0290114-02,2022HU0290114,02,00400,46,2,61,24,1
2022HU0290114-03,2022HU0290114,03,00400,13,1,99,09,1
2022HU0290114-04,2022HU0290114,04,00400,8,2,82,04,1
2022HU0290402-01,2022HU0290402,01,00500,65,1,67,16,9
2022HU0290539-01,2022HU0290539,01,00500,55,1,82,16,3
2022HU0290539-02,2022HU0290539,02,00500,54,2,40,17,1
2022HU0291281-01,2022HU0291281,01,00400,37,2,193,20,1
2022HU0291797-01,2022HU0291797,01,00200,66,1,72,18,1
2022HU0294213-01,2022HU0294213,01,00200,63,2,63,16,3
2022HU0295091-01,2022HU0295091,01,00200,42,2,55,19,1
2022HU0295091-02,2022HU0295091,02,00200,45,1,68,19,1
2022HU0295091-03,2022HU0295091,03,00200,9,2,64,06,1
2022HU0295091-04,2022HU0295091,04,00200,7,2,63,03,1
2022HU0295329-01,2022HU0295329,01,00300,82,1,45,16,1
2022HU0295507-01,2022HU0295507,01,00500,75,2,60,16,1
2022HU0295507-02,2022HU0295507,02,00500,81,1,50,16,1
2022HU0295759-01,2022HU0295759,01,00100,88,1,13,20,1
2022HU0295759-02,2022HU0295759,02,00100,82,2,11,16,1
2022HU0296150-01,2022HU0296150,01,00300,50,1,57,19,1
2022HU0296150-02,2022HU0296150,02,00300,49,2,62,16,1
2022HU0296983-01,2022HU0296983,01,00300,31,1,149,20,1
2022HU0296983-02,2022HU0296983,02,00300,32,2,140,16,3
2022HU0297420-01,2022HU0297420,01,00400,68,2,38,01,1
2022HU0297420-02,2022HU0297420,02,00400,65,1,44,15,1
2022HU0297420-03,2022HU0297420,03,00400,39,1,53,16,1
2022HU0297420-04,2022HU0297420,04,00400,17,2,25,14,1
2022HU0298720-01,2022HU0298720,01,00100,56,1,65,24,1
2022HU0298720-02,2022HU0298720,02,00100,44,2,63,24,1
2022HU0298720-03,2022HU0298720,03,00100,14,2,64,11,1
2022HU0298720-04,2022HU0298720,04,00100,12,2,64,09,1
2022HU0298720-05,2022HU0298720,05,00100,9,1,91,05,1
2022HU0300547-01,2022HU0300547,01,00100,37,2,49,21,1
2022HU0300547-02,2022HU0300547,02,00100,15,2,58,12,1
2022HU0300547-03,2022HU0300547,03,00100,12,2,56,08,1
2022HU0301001-01,2022HU0301001,01,00200,25,1,82,13,1
2022HU0301001-02,2022HU0301001,02,00200,24,2,96,13,1
2022HU0301001-03,2022HU0301001,03,00200,1,1,104,,1
2022HU0301440-01,2022HU0301440,01,00300,60,1,66,22,1
2022HU0301440-02,2022HU0301440,02,00300,58,2,64,16,1
2022HU0301440-03,2022HU0301440,03,00300,27,2,69,20,1
2022HU0301440-04,2022HU0301440,04,00300,24,1,91,16,1
2022HU0301440-05,2022HU0301440,05,00300,5,2,99,02,1
2022HU0301905-01,2022HU0301905,01,00100,76,1,139,22,1
2022HU0302151-01,2022HU0302151,01,00100,31,2,122,20,1
2022HU0302151-02,2022HU0302151,02,00100,45,1,127,19,1
2022HU0302151-03,2022HU0302151,03,00100,2,1,137,,1
2022HU0302151-04,2022HU0302151,04,00100,1,1,135,,1
2022HU0302324-01,2022HU0302324,01,00100,48,2,49,21,1
2022HU0302324-02,2022HU0302324,02,00100,51,1,27,21,9
2022HU0302324-03,2022HU0302324,03,00100,17,2,10,14,9
2022HU0302377-01,2022HU0302377,01,00400,50,1,26,19,1
2022HU0304064-01,2022HU0304064,01,00200,59,1,11,21,9
2022HU0304064-02,2022HU0304064,02,00200,58,2,8,21,1
2022HU0304064-03,2022HU0304064,03,00200,25,1,9,20,9
2022HU0305533-01,2022HU0305533,01,00400,63,1,36,16,1
2022HU0305533-02,2022HU0305533,02,00400,61,2,41,16,1
2022HU0306425-01,2022HU0306425,01,00500,40,1,541,17,1
2022HU0306425-02,2022HU0306425,02,00500,2,2,364,,1
2022HU0306425-03,2022HU0306425,03,00500,0,2,362,,1
2022HU0306626-01,2022HU0306626,01,00400,27,1,62,21,1
2022HU0307562-01,2022HU0307562,01,00400,56,2,268,21,6
2022HU0307562-02,2022HU0307562,02,00400,24,2,141,21,6
2022HU0308737-01,2022HU0308737,01,00400,64,2,65,21,1
2022HU0308737-02,2022HU0308737,02,00400,70,1,73,16,1
2022HU0309222-01,2022HU0309222,01,00200,21,2,7,18,1
2022HU0309222-02,2022HU0309222,02,00200,20,1,11,16,1
2022HU0309586-01,2022HU0309586,01,00200,41,1,120,19,1
2022HU0309586-02,2022HU0309586,02,00200,36,2,88,16,1
2022HU0309586-03,2022HU0309586,03,00200,12,2,97,08,1
2022HU0309586-04,2022HU0309586,04,00200,10,2,98,07,1
2022HU0309586-05,2022HU0309586,05,00200,6,1,132,03,1
2022HU0309682-01,2022HU0309682,01,00400,45,2,63,20,1
2022HU0309682-02,2022HU0309682,02,00400,55,1,74,20,1
2022HU0309682-03,2022HU0309682,03,00400,16,1,102,12,1
2022HU0310369-01,2022HU0310369,01,00100,52,1,165,24,6
2022HU0310369-02,2022HU0310369,02,00100,48,2,328,20,9
2022HU0310369-03,2022HU0310369,03,00100,16,2,59,12,9
2022HU0310369-04,2022HU0310369,04,00100,15,1,73,10,2
2022HU0310476-01,2022HU0310476,01,00400,30,2,59,23,1
2022HU0311667-01,2022HU0311667,01,00300,56,1,164,19,9
2022HU0311667-02,2022HU0311667,02,00300,55,2,69,21,9
2022HU0313187-01,2022HU0313187,01,00500,24,1,11,17,1
2022HU0313187-02,2022HU0313187,02,00500,24,2,7,16,1
2022HU0313422-01,2022HU0313422,01,00100,53,1,116,16,1
2022HU0313422-02,2022HU0313422,02,00100,52,2,82,20,9
2022HU0313891-01,2022HU0313891,01,00300,61,2,146,14,8
2022HU0314364-01,2022HU0314364,01,00500,60,1,30,19,3
2022HU0314364-02,2022HU0314364,02,00500,58,2,33,19,3
2022HU0314364-03,2022HU0314364,03,00500,23,1,32,16,3
2022HU0315027-01,2022HU0315027,01,00200,54,2,100,21,1
2022HU0315027-02,2022HU0315027,02,00200,54,1,70,16,1
2022HU0315293-01,2022HU0315293,01,00500,38,2,21,21,1
2022HU0315293-02,2022HU0315293,02,00500,41,1,22,21,1
2022HU0315293-03,2022HU0315293,03,00500,17,1,26,14,1
2022HU0316096-01,2022HU0316096,01,00200,79,2,121,19,1
2022HU0316096-02,2022HU0316096,02,00200,78,1,169,19,1
2022HU0316152-01,2022HU0316152,01,00100,71,2,105,23,1
2022HU0316152-02,2022HU0316152,02,00100,68,1,135,22,1
2022HU0316614-01,2022HU0316614,01,00400,92,1,42,23,1
2022HU0316614-02,2022HU0316614,02,00400,85,2,29,19,1
2022HU0316649-01,2022HU0316649,01,00200,73,2,7,16,9
2022HU0316652-01,2022HU0316652,01,00300,56,2,107,24,1
2022HU0316652-02,2022HU0316652,02,00300,92,2,156,16,1
2022HU0317182-01,2022HU0317182,01,00500,45,2,25,19,3
2022HU0317182-02,2022HU0317182,02,00500,44,1,31,19,3
2022HU0317182-03,2022HU0317182,03,00500,22,1,36,16,3
2022HU0317182-04,2022HU0317182,04,00500,16,1,43,12,3
2022HU0317182-05,2022HU0317182,05,00500,10,1,19,06,3
2022HU0317515-01,2022HU0317515,01,00100,38,2,93,21,1
2022HU0317515-02,2022HU0317515,02,00100,41,1,116,21,1
2022HU0317515-03,2022HU0317515,03,00100,5,2,104,02,1
2022HU0317515-04,2022HU0317515,04,00100,2,1,107,,1
2022HU0318013-01,2022HU0318013,01,00500,55,2,39,21,1
2022HU0318013-02,2022HU0318013,02,00500,56,1,56,19,1
2022HU0318102-01,2022HU0318102,01,00200,23,1,65,19,1
2022HU0318102-02,2022HU0318102,02,00200,26,1,149,16,8
2022HU0318739-01,2022HU0318739,01,00200,44,2,69,19,1
2022HU0318739-02,2022HU0318739,02,00200,34,1,255,16,8
2022HU0318739-03,2022HU0318739,03,00200,17,2,66,13,1
2022HU0318739-04,2022HU0318739,04,00200,15,1,115,12,1
2022HU0318739-05,2022HU0318739,05,00200,12,2,78,09,1
2022HU0319190-01,2022HU0319190,01,00500,35,2,168,20,1
2022HU0319190-02,2022HU0319190,02,00500,26,1,240,16,1
2022HU0319387-01,2022HU0319387,01,00400,76,2,42,21,1
2022HU0319941-01,2022HU0319941,01,00500,25,2,39,21,1
2022HU0319941-02,2022HU0319941,02,00500,26,1,47,22,1
2022HU0320255-01,2022HU0320255,01,00300,54,2,470,21,1
2022HU0320255-02,2022HU0320255,02,00300,58,1,299,19,1
2022HU0320307-01,2022HU0320307,01,00200,27,1,21,21,1
2022HU0320786-01,2022HU0320786,01,00200,69,1,67,17,8
2022HU0320786-02,2022HU0320786,02,00200,63,2,45,16,1
2022HU0321104-01,2022HU0321104,01,00300,53,1,140,16,1
2022HU0321104-02,2022HU0321104,02,00300,63,2,171,20,1
2022HU0321104-03,2022HU0321104,03,00300,43,2,168,21,1
2022HU0321292-01,2022HU0321292,01,00100,49,2,81,20,1
2022HU0321292-02,2022HU0321292,02,00100,50,1,99,20,1
2022HU0321292-03,2022HU0321292,03,00100,17,1,92,16,1
2022HU0321915-01,2022HU0321915,01,00100,74,2,62,20,1
2022HU0322000-01,2022HU0322000,01,00400,28,1,110,21,1
2022HU0322000-02,2022HU0322000,02,00400,26,2,101,20,1
2022HU0322000-03,2022HU0322000,03,00400,3,1,86,01,1
2022HU0322000-04,2022HU0322000,04,00400,1,2,113,,1
2022HU0322112-01,2022HU0322112,01,00100,65,1,313,16,1
2022HU0322112-02,2022HU0322112,02,00100,51,2,161,17,1
2022HU0323179-01,2022HU0323179,01,00100,58,2,128,19,9
2022HU0323179-02,2022HU0323179,02,00100,53,1,124,20,9
2022HU0324297-01,2022HU0324297,01,00400,39,2,112,22,1
2022HU0324297-02,2022HU0324297,02,00400,40,1,117,16,1
2022HU0324297-03,2022HU0324297,03,00400,12,1,93,08,1
2022HU0324297-04,2022HU0324297,04,00400,10,2,118,07,1
2022HU0324297-05,2022HU0324297,05,00400,6,1,94,02,1
2022HU0324784-01,2022HU0324784,01,00500,39,2,24,19,3
2022HU0324784-02,2022HU0324784,02,00500,38,1,30,21,3
2022HU0324784-03,2022HU0324784,03,00500,20,1,36,19,3
2022HU0325055-01,2022HU0325055,01,00100,45,2,219,16,1
2022HU0325055-02,2022HU0325055,02,00100,56,1,355,16,1
2022HU0325357-01,2022HU0325357,01,00400,49,1,46,21,1
2022HU0325438-01,2022HU0325438,01,00400,50,1,198,21,1
2022HU0325438-02,2022HU0325438,02,00400,53,2,172,21,1
2022HU0325438-03,2022HU0325438,03,00400,25,1,198,19,1
2022HU0326152-01,2022HU0326152,01,00400,30,2,198,19,1
2022HU0326152-02,2022HU0326152,02,00400,33,1,174,17,1
2022HU0326152-03,2022HU0326152,03,00400,17,1,144,14,1
2022HU0326152-04,2022HU0326152,04,00400,8,1,216,05,1
2022HU0326152-05,2022HU0326152,05,00400,7,2,144,05,1
2022HU0326498-01,2022HU0326498,01,00300,37,2,49,18,1
2022HU0326498-02,2022HU0326498,02,00300,39,1,53,18,1
2022HU0326498-03,2022HU0326498,03,00300,13,1,55,09,1
2022HU0326498-04,2022HU0326498,04,00300,10,2,75,07,1
2022HU0326498-05,2022HU0326498,05,00300,7,2,75,04,1
2022HU0326498-06,2022HU0326498,06,00300,4,1,34,01,1
2022HU0326597-01,2022HU0326597,01,00100,33,1,91,21,1
