person_id,SERIALNO,SPORDER,geography_id,AGEP,sex_code,PWGTP,SCHL,RAC1P
2022GQ0000581-01,2022GQ0000581,01,00500,43,M,25,17,1
2022GQ0001922-01,2022GQ0001922,01,00400,40,M,128,19,3
2022GQ0002180-01,2022GQ0002180,01,00200,18,M,121,14,2
2022GQ0003933-01,2022GQ0003933,01,00300,21,F,24,16,2
2022GQ0005096-01,2022GQ0005096,01,00500,92,F,26,16,1
2022GQ0005331-01,2022GQ0005331,01,00300,19,F,25,16,1
2022GQ0005459-01,2022GQ0005459,01,00300,20,M,91,19,1
2022GQ0006017-01,2022GQ0006017,01,00500,18,F,20,18,1
2022GQ0006126-01,2022GQ0006126,01,00500,85,M,132,16,1
2022GQ0006241-01,2022GQ0006241,01,00100,20,M,89,09,1
2022GQ0006634-01,2022GQ0006634,01,00200,18,M,12,16,1
2022GQ0007038-01,2022GQ0007038,01,00100,19,M,92,18,1
2022GQ0007760-01,2022GQ0007760,01,00300,15,F,11,13,1
2022GQ0007860-01,2022GQ0007860,01,00400,82,F,26,20,1
2022GQ0008327-01,2022GQ0008327,01,00500,81,M,230,16,1
2022GQ0010174-01,2022GQ0010174,01,00300,43,M,33,18,3
2022GQ0011072-01,2022GQ0011072,01,00300,92,M,43,16,1
2022GQ0011250-01,2022GQ0011250,01,00400,92,F,100,21,1
2022GQ0012146-01,2022GQ0012146,01,00400,64,F,84,16,1
2022GQ0013101-01,2022GQ0013101,01,00400,18,M,201,16,2
2022GQ0013367-01,2022GQ0013367,01,00300,20,M,30,16,1
2022GQ0014877-01,2022GQ0014877,01,00400,18,F,115,16,1
2022GQ0015718-01,2022GQ0015718,01,00200,33,M,74,14,5
2022GQ0015722-01,2022GQ0015722,01,00100,18,M,237,18,1
2022GQ0016507-01,2022GQ0016507,01,00200,29,M,41,14,8
2022GQ0018406-01,2022GQ0018406,01,00500,85,M,14,16,1
2022GQ0018898-01,2022GQ0018898,01,00200,32,M,34,21,1
2022GQ0021109-01,2022GQ0021109,01,00100,41,M,7,16,1
2022GQ0021257-01,2022GQ0021257,01,00400,18,F,70,18,1
2022GQ0021270-01,2022GQ0021270,01,00100,18,F,79,19,1
2022GQ0021679-01,2022GQ0021679,01,00200,85,F,5,09,1
2022GQ0021734-01,2022GQ0021734,01,00100,85,M,25,16,1
2022GQ0022263-01,2022GQ0022263,01,00200,36,M,27,16,1
2022GQ0023930-01,2022GQ0023930,01,00400,19,M,40,16,9
2022GQ0024195-01,2022GQ0024195,01,00400,24,M,127,15,3
2022GQ0024723-01,2022GQ0024723,01,00300,20,F,35,16,2
2022GQ0025211-01,2022GQ0025211,01,00400,18,M,80,18,1
2022GQ0027724-01,2022GQ0027724,01,00100,17,F,40,13,1
2022GQ0028810-01,2022GQ0028810,01,00200,92,M,34,20,1
2022GQ0029664-01,2022GQ0029664,01,00400,18,F,86,18,1
2022GQ0029722-01,2022GQ0029722,01,00400,92,F,37,16,1
2022GQ0030185-01,2022GQ0030185,01,00400,85,F,23,16,1
2022GQ0031861-01,2022GQ0031861,01,00100,19,F,197,18,1
2022GQ0033416-01,2022GQ0033416,01,00400,18,M,81,18,1
2022GQ0035601-01,2022GQ0035601,01,00200,75,M,40,19,1
2022GQ0036289-01,2022GQ0036289,01,00200,22,F,41,14,1
2022GQ0037153-01,2022GQ0037153,01,00200,40,M,74,16,1
2022GQ0037302-01,2022GQ0037302,01,00400,19,M,65,18,9
2022GQ0040339-01,2022GQ0040339,01,00100,25,M,6,16,8
2022GQ0044483-01,2022GQ0044483,01,00300,19,M,34,16,9
2022GQ0045157-01,2022GQ0045157,01,00500,19,F,35,18,1
2022GQ0045712-01,2022GQ0045712,01,00400,92,F,237,16,1
2022GQ0048581-01,2022GQ0048581,01,00100,92,F,207,16,1
2022GQ0050845-01,2022GQ0050845,01,00200,22,M,10,20,1
2022GQ0051258-01,2022GQ0051258,01,00100,30,F,84,17,2
2022GQ0051269-01,2022GQ0051269,01,00400,42,M,111,12,8
2022GQ0051390-01,2022GQ0051390,01,00300,20,F,47,14,1
2022GQ0052981-01,2022GQ0052981,01,00300,24,M,19,21,1
2022GQ0052983-01,2022GQ0052983,01,00100,59,F,127,21,1
2022GQ0053265-01,2022GQ0053265,01,00500,21,M,85,19,9
2022GQ0053396-01,2022GQ0053396,01,00400,19,M,83,19,1
2022GQ0056483-01,2022GQ0056483,01,00500,59,M,37,21,1
2022GQ0057373-01,2022GQ0057373,01,00300,76,M,7,19,1
2022GQ0058323-01,2022GQ0058323,01,00400,19,F,68,18,1
2022GQ0061265-01,2022GQ0061265,01,00400,18,M,87,18,1
2022GQ0061340-01,2022GQ0061340,01,00100,92,F,25,20,1
2022GQ0061811-01,2022GQ0061811,01,00500,40,M,34,16,1
2022GQ0062410-01,2022GQ0062410,01,00200,83,F,31,19,1
2022GQ0062870-01,2022GQ0062870,01,00400,19,M,121,18,1
2022GQ0063781-01,2022GQ0063781,01,00200,28,M,88,19,1
2022GQ0063825-01,2022GQ0063825,01,00500,71,F,33,19,1
2022GQ0064912-01,2022GQ0064912,01,00100,19,M,35,18,1
2022GQ0065777-01,2022GQ0065777,01,00100,68,F,5,05,3
2022GQ0065930-01,2022GQ0065930,01,00200,60,M,103,18,1
2022GQ0066077-01,2022GQ0066077,01,00400,19,F,139,18,1
2022GQ0069100-01,2022GQ0069100,01,00100,92,M,98,12,1
2022GQ0069173-01,2022GQ0069173,01,00300,32,M,35,17,1
2022GQ0069981-01,2022GQ0069981,01,00500,40,M,41,14,8
2022GQ0072137-01,2022GQ0072137,01,00100,28,M,21,14,1
2022GQ0072838-01,2022GQ0072838,01,00200,66,M,6,17,1
2022GQ0074017-01,2022GQ0074017,01,00400,32,M,104,18,1
2022GQ0074434-01,2022GQ0074434,01,00400,72,M,46,19,1
2022GQ0074641-01,2022GQ0074641,01,00200,52,M,38,16,1
2022GQ0075834-01,2022GQ0075834,01,00100,33,F,17,16,1
2022GQ0076175-01,2022GQ0076175,01,00100,36,M,23,16,1
2022GQ0076903-01,2022GQ0076903,01,00500,92,F,210,16,1
2022GQ0078360-01,2022GQ0078360,01,00200,92,F,25,16,1
2022GQ0078700-01,2022GQ0078700,01,00500,71,F,17,16,1
2022GQ0079648-01,2022GQ0079648,01,00100,19,M,196,19,1
2022GQ0080374-01,2022GQ0080374,01,00100,20,F,4,19,1
2022GQ0080649-01,2022GQ0080649,01,00100,77,F,31,21,1
2022GQ0080699-01,2022GQ0080699,01,00400,18,F,29,18,1
2022GQ0081059-01,2022GQ0081059,01,00200,32,F,53,17,1
2022GQ0081675-01,2022GQ0081675,01,00400,18,F,104,18,9
2022GQ0081784-01,2022GQ0081784,01,00100,31,F,17,19,9
2022GQ0081955-01,2022GQ0081955,01,00400,40,M,123,18,3
2022GQ0082437-01,2022GQ0082437,01,00100,77,M,7,19,1
2022GQ0083390-01,2022GQ0083390,01,00300,19,F,24,18,1
2022GQ0084841-01,2022GQ0084841,01,00200,22,M,112,20,1
2022GQ0085195-01,2022GQ0085195,01,00300,21,M,61,12,9
2022GQ0087748-01,2022GQ0087748,01,00500,12,M,15,10,1
2022GQ0088289-01,2022GQ0088289,01,00100,21,F,308,18,8
2022GQ0089396-01,2022GQ0089396,01,00200,29,M,61,14,2
2022GQ0089891-01,2022GQ0089891,01,00400,19,F,103,19,1
2022GQ0091630-01,2022GQ0091630,01,00400,32,F,15,21,1
2022GQ0095895-01,2022GQ0095895,01,00200,53,F,52,17,1
2022GQ0097644-01,2022GQ0097644,01,00400,18,F,65,16,1
2022GQ0098665-01,2022GQ0098665,01,00500,28,M,226,14,2
2022GQ0099226-01,2022GQ0099226,01,00500,63,M,20,16,1
2022GQ0099835-01,2022GQ0099835,01,00300,36,M,52,19,9
2022GQ0099895-01,2022GQ0099895,01,00200,60,F,7,01,1
2022GQ0099965-01,2022GQ0099965,01,00300,72,M,9,22,1
2022GQ0102124-01,2022GQ0102124,01,00200,19,M,59,18,1
2022GQ0103677-01,2022GQ0103677,01,00400,19,F,53,18,1
2022GQ0104030-01,2022GQ0104030,01,00200,47,M,128,17,1
2022GQ0104402-01,2022GQ0104402,01,00500,21,M,28,18,9
2022GQ0104654-01,2022GQ0104654,01,00400,48,M,155,16,9
2022GQ0106279-01,2022GQ0106279,01,00500,39,M,39,24,1
2022GQ0108030-01,2022GQ0108030,01,00100,18,F,196,18,1
2022GQ0112521-01,2022GQ0112521,01,00100,70,F,41,18,1
2022GQ0113868-01,2022GQ0113868,01,00100,15,F,48,12,1
2022GQ0115239-01,2022GQ0115239,01,00400,43,M,110,17,1
2022GQ0115937-01,2022GQ0115937,01,00100,13,M,14,12,5
2022GQ0117043-01,2022GQ0117043,01,00100,55,M,182,19,3
2022GQ0117561-01,2022GQ0117561,01,00200,29,M,183,14,2
2022GQ0117609-01,2022GQ0117609,01,00500,20,M,192,19,1
2022GQ0117883-01,2022GQ0117883,01,00400,41,F,72,18,9
2022GQ0118727-01,2022GQ0118727,01,00200,81,M,14,16,1
2022GQ0119417-01,2022GQ0119417,01,00300,75,M,14,19,1
2022GQ0119716-01,2022GQ0119716,01,00400,19,F,87,18,1
2022GQ0121729-01,2022GQ0121729,01,00100,13,M,18,08,1
2022GQ0125257-01,2022GQ0125257,01,00500,56,M,30,16,3
2022GQ0125599-01,2022GQ0125599,01,00200,32,F,144,17,1
2022GQ0125963-01,2022GQ0125963,01,00100,82,F,12,16,1
2022GQ0126673-01,2022GQ0126673,01,00400,21,F,12,19,1
2022GQ0127599-01,2022GQ0127599,01,00400,18,M,83,19,1
2022GQ0129402-01,2022GQ0129402,01,00500,29,M,41,21,1
2022GQ0131184-01,2022GQ0131184,01,00400,18,M,95,18,9
2022GQ0132328-01,2022GQ0132328,01,00100,85,M,152,19,1
2022GQ0133456-01,2022GQ0133456,01,00100,85,M,162,16,1
2022GQ0134247-01,2022GQ0134247,01,00400,30,F,81,16,1
2022GQ0135022-01,2022GQ0135022,01,00100,53,M,104,20,1
2022GQ0135281-01,2022GQ0135281,01,00100,17,M,30,13,5
2022GQ0137648-01,2022GQ0137648,01,00100,92,F,25,20,1
2022GQ0137696-01,2022GQ0137696,01,00500,20,M,25,19,1
2022GQ0138403-01,2022GQ0138403,01,00200,54,M,121,17,1
2022GQ0139402-01,2022GQ0139402,01,00200,92,F,54,21,1
2022GQ0139454-01,2022GQ0139454,01,00100,92,F,174,16,1
2022GQ0139846-01,2022GQ0139846,01,00300,76,F,74,16,1
2022GQ0140185-01,2022GQ0140185,01,00400,19,M,154,19,1
2022GQ0141424-01,2022GQ0141424,01,00400,15,F,80,11,1
2022GQ0142038-01,2022GQ0142038,01,00200,92,F,26,21,1
2022GQ0143603-01,2022GQ0143603,01,00500,66,F,30,21,1
2022GQ0143897-01,2022GQ0143897,01,00100,92,M,8,12,1
2022GQ0145699-01,2022GQ0145699,01,00400,19,F,13,19,1
2022GQ0146217-01,2022GQ0146217,01,00400,18,F,58,16,1
2022GQ0146673-01,2022GQ0146673,01,00200,72,M,25,19,1
2022GQ0147064-01,2022GQ0147064,01,00300,51,F,42,10,6
2022GQ0149869-01,2022GQ0149869,01,00400,20,M,83,19,1
2022GQ0151053-01,2022GQ0151053,01,00400,19,M,137,18,9
2022GQ0152505-01,2022GQ0152505,01,00100,29,M,131,21,1
2022GQ0153288-01,2022GQ0153288,01,00200,15,M,29,10,8
2022GQ0153780-01,2022GQ0153780,01,00300,21,M,25,16,1
2022GQ0154033-01,2022GQ0154033,01,00200,36,M,95,18,1
2022GQ0154226-01,2022GQ0154226,01,00400,18,F,54,18,1
2022GQ0155306-01,2022GQ0155306,01,00100,20,F,114,19,1
2022GQ0156307-01,2022GQ0156307,01,00200,32,M,182,21,1
2022GQ0156429-01,2022GQ0156429,01,00400,18,M,86,16,2
2022GQ0158665-01,2022GQ0158665,01,00500,92,M,17,16,8
2022GQ0158773-01,2022GQ0158773,01,00200,81,M,19,16,1
2022GQ0158802-01,2022GQ0158802,01,00100,70,F,121,16,1
2022GQ0159761-01,2022GQ0159761,01,00400,18,M,64,18,1
2022GQ0161208-01,2022GQ0161208,01,00300,41,F,40,06,9
2022GQ0161562-01,2022GQ0161562,01,00100,67,F,11,05,3
2022GQ0162161-01,2022GQ0162161,01,00200,22,M,24,19,1
2022GQ0162854-01,2022GQ0162854,01,00200,43,F,53,21,1
2022GQ0165123-01,2022GQ0165123,01,00400,19,F,128,18,1
2022GQ0165691-01,2022GQ0165691,01,00400,53,M,46,16,1
2022GQ0165786-01,2022GQ0165786,01,00100,21,F,66,16,8
2022GQ0166024-01,2022GQ0166024,01,00400,19,F,86,19,1
2022GQ0167101-01,2022GQ0167101,01,00100,20,F,130,19,1
2022GQ0167709-01,2022GQ0167709,01,00400,92,F,43,16,1
2022GQ0167917-01,2022GQ0167917,01,00100,92,F,43,16,1
2022GQ0168719-01,2022GQ0168719,01,00400,19,F,88,19,1
2022GQ0169196-01,2022GQ0169196,01,00400,18,M,54,16,2
2022GQ0169650-01,2022GQ0169650,01,00200,26,M,79,17,3
2022GQ0170930-01,2022GQ0170930,01,00400,92,F,57,12,1
2022GQ0173734-01,2022GQ0173734,01,00100,85,F,108,19,1
2022GQ0173802-01,2022GQ0173802,01,00200,58,M,62,19,1
2022GQ0174232-01,2022GQ0174232,01,00400,78,F,43,16,1
2022GQ0176223-01,2022GQ0176223,01,00400,19,F,74,18,1
2022GQ0179936-01,2022GQ0179936,01,00500,52,M,32,17,1
2022GQ0181311-01,2022GQ0181311,01,00200,26,F,44,12,5
2022HU0000405-01,2022HU0000405,01,00100,78,M,47,16,1
2022HU0000405-02,2022HU0000405,02,00100,79,F,49,19,1
2022HU0000405-03,2022HU0000405,03,00100,1,F,164,,2
2022HU0004312-01,2022HU0004312,01,00100,69,F,74,20,1
2022HU0004502-01,2022HU0004502,01,00200,78,M,146,16,9
2022HU0004761-01,2022HU0004761,01,00400,54,M,150,16,1
2022HU0004984-01,2022HU0004984,01,00400,33,M,70,18,1
2022HU0004984-02,2022HU0004984,02,00400,28,F,84,20,1
2022HU0004984-03,2022HU0004984,03,00400,1,F,117,,1
2022HU0005152-01,2022HU0005152,01,00200,43,F,113,22,1
2022HU0005748-01,2022HU0005748,01,00500,58,M,49,17,1
2022HU0005957-01,2022HU0005957,01,00300,57,M,122,20,1
2022HU0006103-01,2022HU0006103,01,00400,78,F,246,21,1
2022HU0007258-01,2022HU0007258,01,00100,74,F,30,17,1
2022HU0007268-01,2022HU0007268,01,00200,73,F,15,22,1
2022HU0007268-02,2022HU0007268,02,00200,73,M,14,18,1
2022HU0007566-01,2022HU0007566,01,00400,75,F,87,21,1
2022HU0007567-01,2022HU0007567,01,00300,66,M,131,16,1
2022HU0007567-02,2022HU0007567,02,00300,71,F,144,19,8
2022HU0008050-01,2022HU0008050,01,00300,69,M,94,19,8
2022HU0008427-01,2022HU0008427,01,00500,26,M,84,16,3
2022HU0008427-02,2022HU0008427,02,00500,30,F,54,19,3
2022HU0008427-03,2022HU0008427,03,00500,3,F,80,01,3
2022HU0008427-04,2022HU0008427,04,00500,8,M,84,06,3
2022HU0008689-01,2022HU0008689,01,00300,40,M,33,19,1
2022HU0008689-02,2022HU0008689,02,00300,56,F,33,18,1
2022HU0008698-01,2022HU0008698,01,00300,30,F,112,20,1
2022HU0008698-02,2022HU0008698,02,00300,35,M,116,16,1
2022HU0008698-03,2022HU0008698,03,00300,7,M,123,04,1
2022HU0009786-01,2022HU0009786,01,00200,61,M,96,20,1
2022HU0009786-02,2022HU0009786,02,00200,65,F,67,21,1
2022HU0009786-03,2022HU0009786,03,00200,86,F,118,16,1
2022HU0009966-01,2022HU0009966,01,00200,36,M,723,16,1
2022HU0011261-01,2022HU0011261,01,00100,47,F,40,21,1
2022HU0011261-02,2022HU0011261,02,00100,46,F,15,20,1
2022HU0011261-03,2022HU0011261,03,00100,45,F,41,20,1
2022HU0011261-04,2022HU0011261,04,00100,1,F,82,,1
2022HU0012213-01,2022HU0012213,01,00500,44,M,256,17,1
2022HU0012213-02,2022HU0012213,02,00500,41,F,356,20,1
2022HU0012213-03,2022HU0012213,03,00500,16,M,415,13,1
2022HU0012213-04,2022HU0012213,04,00500,14,F,325,11,1
2022HU0012438-01,2022HU0012438,01,00400,77,M,13,17,1
2022HU0012438-02,2022HU0012438,02,00400,76,F,8,16,1
2022HU0015206-01,2022HU0015206,01,00400,58,F,82,22,1
2022HU0015206-02,2022HU0015206,02,00400,64,M,75,24,9
2022HU0015215-01,2022HU0015215,01,00500,71,F,115,20,1
2022HU0015215-02,2022HU0015215,02,00500,71,M,82,18,1
2022HU0015744-01,2022HU0015744,01,00500,30,F,175,21,1
2022HU0015744-02,2022HU0015744,02,00500,32,M,122,16,1
2022HU0015744-03,2022HU0015744,03,00500,16,M,75,13,1
2022HU0015744-04,2022HU0015744,04,00500,44,M,111,21,1
2022HU0015744-05,2022HU0015744,05,00500,44,F,114,01,1
2022HU0015922-01,2022HU0015922,01,00500,39,M,308,22,1
2022HU0015922-02,2022HU0015922,02,00500,38,F,273,21,1
2022HU0015922-03,2022HU0015922,03,00500,8,F,253,05,1
2022HU0015922-04,2022HU0015922,04,00500,8,F,253,05,1
2022HU0015922-05,2022HU0015922,05,00500,6,M,199,02,1
2022HU0017535-01,2022HU0017535,01,00400,40,F,85,21,1
2022HU0017535-02,2022HU0017535,02,00400,44,M,87,18,1
2022HU0018675-01,2022HU0018675,01,00500,70,M,41,19,9
2022HU0018736-01,2022HU0018736,01,00400,22,F,135,18,1
2022HU0020197-01,2022HU0020197,01,00100,33,M,78,22,1
2022HU0021115-01,2022HU0021115,01,00300,35,F,109,21,1
2022HU0021115-02,2022HU0021115,02,00300,38,M,121,16,1
2022HU0021115-03,2022HU0021115,03,00300,9,M,129,05,1
2022HU0021115-04,2022HU0021115,04,00300,6,F,170,03,1
2022HU0021115-05,2022HU0021115,05,00300,2,F,61,,1
2022HU0021586-01,2022HU0021586,01,00400,29,M,64,19,1
2022HU0021586-02,2022HU0021586,02,00400,29,F,100,16,1
2022HU0022864-01,2022HU0022864,01,00200,74,F,10,18,1
2022HU0022864-02,2022HU0022864,02,00200,78,M,12,16,1
2022HU0022864-03,2022HU0022864,03,00200,56,F,13,20,1
2022HU0023906-01,2022HU0023906,01,00300,63,F,96,19,1
2022HU0024181-01,2022HU0024181,01,00500,52,M,168,19,1
2022HU0024181-02,2022HU0024181,02,00500,33,F,278,19,1
2022HU0024345-01,2022HU0024345,01,00200,55,F,234,20,1
2022HU0024345-02,2022HU0024345,02,00200,58,M,57,16,9
2022HU0024345-03,2022HU0024345,03,00200,14,F,215,11,1
2022HU0025023-01,2022HU0025023,01,00400,45,M,127,22,9
2022HU0025023-02,2022HU0025023,02,00400,40,F,102,16,1
2022HU0025023-03,2022HU0025023,03,00400,20,F,135,15,1
2022HU0026041-01,2022HU0026041,01,00500,74,F,43,21,1
2022HU0026041-02,2022HU0026041,02,00500,73,M,55,19,1
2022HU0026277-01,2022HU0026277,01,00100,62,F,121,21,9
2022HU0026277-02,2022HU0026277,02,00100,88,M,43,24,9
2022HU0029942-01,2022HU0029942,01,00500,61,M,76,16,1
2022HU0029942-02,2022HU0029942,02,00500,21,M,109,16,1
2022HU0030277-01,2022HU0030277,01,00400,29,M,188,21,1
2022HU0030277-02,2022HU0030277,02,00400,26,F,348,20,1
2022HU0030988-01,2022HU0030988,01,00200,65,M,10,17,9
2022HU0030988-02,2022HU0030988,02,00200,57,F,15,16,9
2022HU0031300-01,2022HU0031300,01,00500,37,M,91,22,1
2022HU0031300-02,2022HU0031300,02,00500,35,F,128,22,1
2022HU0031300-03,2022HU0031300,03,00500,6,F,116,02,1
2022HU0031665-01,2022HU0031665,01,00500,37,M,46,21,1
2022HU0031665-02,2022HU0031665,02,00500,36,F,51,19,1
2022HU0031665-03,2022HU0031665,03,00500,13,M,57,10,1
2022HU0031665-04,2022HU0031665,04,00500,11,M,57,09,1
2022HU0031665-05,2022HU0031665,05,00500,9,M,56,06,1
2022HU0031665-06,2022HU0031665,06,00500,13,M,57,11,1
2022HU0031665-07,2022HU0031665,07,00500,10,F,71,06,9
2022HU0031665-08,2022HU0031665,08,00500,4,M,63,01,9
2022HU0031665-09,2022HU0031665,09,00500,1,F,48,,3
2022HU0032036-01,2022HU0032036,01,00500,51,M,19,21,1
2022HU0032390-01,2022HU0032390,01,00200,63,M,121,20,1
2022HU0032703-01,2022HU0032703,01,00200,23,M,88,13,1
2022HU0032703-02,2022HU0032703,02,00200,23,F,110,17,1
2022HU0032703-03,2022HU0032703,03,00200,4,F,116,01,1
2022HU0032703-04,2022HU0032703,04,00200,2,M,116,,1
2022HU0032703-05,2022HU0032703,05,00200,0,F,116,,1
2022HU0032703-06,2022HU0032703,06,00200,23,M,88,16,1
2022HU0033393-01,2022HU0033393,01,00400,37,F,95,22,1
2022HU0033393-02,2022HU0033393,02,00400,35,M,97,16,1
2022HU0033393-03,2022HU0033393,03,00400,3,M,105,01,1
2022HU0033393-04,2022HU0033393,04,00400,17,F,53,14,1
2022HU0033393-05,2022HU0033393,05,00400,13,F,79,10,1
2022HU0034276-01,2022HU0034276,01,00400,71,F,10,19,1
2022HU0034276-02,2022HU0034276,02,00400,73,M,14,17,1
2022HU0034547-01,2022HU0034547,01,00300,80,F,82,21,1
2022HU0034547-02,2022HU0034547,02,00300,64,M,66,16,1
2022HU0035441-01,2022HU0035441,01,00300,72,M,48,21,1
2022HU0035550-01,2022HU0035550,01,00500,82,M,20,21,1
2022HU0035550-02,2022HU0035550,02,00500,76,F,30,21,1
2022HU0036246-01,2022HU0036246,01,00300,51,F,84,20,1
2022HU0036246-02,2022HU0036246,02,00300,56,M,54,16,1
2022HU0036246-03,2022HU0036246,03,00300,27,F,54,16,1
2022HU0036246-04,2022HU0036246,04,00300,18,F,35,16,1
2022HU0037416-01,2022HU0037416,01,00400,46,F,54,20,1
2022HU0037416-02,2022HU0037416,02,00400,51,M,60,20,1
2022HU0037416-03,2022HU0037416,03,00400,17,F,43,13,1
2022HU0037899-01,2022HU0037899,01,00300,85,M,107,16,1
2022HU0037899-02,2022HU0037899,02,00300,82,F,132,16,1
2022HU0039296-01,2022HU0039296,01,00500,68,F,19,17,4
2022HU0039296-02,2022HU0039296,02,00500,65,M,17,21,1
2022HU0040141-01,2022HU0040141,01,00500,92,F,25,19,1
2022HU0040177-01,2022HU0040177,01,00400,63,F,97,21,1
2022HU0040922-01,2022HU0040922,01,00200,81,M,67,19,1
2022HU0040922-02,2022HU0040922,02,00200,78,F,52,18,1
2022HU0041019-01,2022HU0041019,01,00400,24,M,116,19,1
2022HU0041513-01,2022HU0041513,01,00200,66,F,57,22,1
2022HU0041742-01,2022HU0041742,01,00100,72,F,35,19,1
2022HU0041742-02,2022HU0041742,02,00100,48,M,26,19,1
2022HU0042263-01,2022HU0042263,01,00300,51,M,54,20,1
2022HU0042263-02,2022HU0042263,02,00300,46,F,56,22,1
2022HU0042263-03,2022HU0042263,03,00300,16,M,90,14,1
2022HU0042263-04,2022HU0042263,04,00300,21,F,125,17,1
2022HU0042263-05,2022HU0042263,05,00300,1,M,44,,1
2022HU0042263-06,2022HU0042263,06,00300,0,F,33,,1
2022HU0042573-01,2022HU0042573,01,00300,32,F,93,19,2
2022HU0042573-02,2022HU0042573,02,00300,11,M,134,07,2
2022HU0042573-03,2022HU0042573,03,00300,10,M,135,06,2
2022HU0042573-04,2022HU0042573,04,00300,9,M,135,05,2
2022HU0042658-01,2022HU0042658,01,00100,23,F,25,19,1
2022HU0042658-02,2022HU0042658,02,00100,24,M,29,16,1
2022HU0042692-01,2022HU0042692,01,00400,23,F,164,16,1
2022HU0042692-02,2022HU0042692,02,00400,22,F,87,16,1
2022HU0042692-03,2022HU0042692,03,00400,21,F,85,16,1
2022HU0043504-01,2022HU0043504,01,00500,57,M,44,16,3
2022HU0045039-01,2022HU0045039,01,00300,72,F,296,20,8
2022HU0046004-01,2022HU0046004,01,00400,88,F,46,21,1
2022HU0046420-01,2022HU0046420,01,00400,52,F,43,20,1
2022HU0046420-02,2022HU0046420,02,00400,46,M,61,16,1
2022HU0046420-03,2022HU0046420,03,00400,16,F,77,13,1
2022HU0046420-04,2022HU0046420,04,00400,14,M,57,10,1
2022HU0047784-01,2022HU0047784,01,00100,47,F,257,19,1
2022HU0047784-02,2022HU0047784,02,00100,50,M,487,21,1
2022HU0047784-03,2022HU0047784,03,00100,26,M,332,19,1
2022HU0047784-04,2022HU0047784,04,00100,16,M,375,13,1
2022HU0047784-05,2022HU0047784,05,00100,3,F,399,01,1
2022HU0048340-01,2022HU0048340,01,00100,66,F,76,21,1
2022HU0048340-02,2022HU0048340,02,00100,71,M,88,20,1
2022HU0049145-01,2022HU0049145,01,00300,34,M,57,20,1
2022HU0049362-01,2022HU0049362,01,00100,43,F,50,21,1
2022HU0049874-01,2022HU0049874,01,00100,70,F,35,18,1
2022HU0049874-02,2022HU0049874,02,00100,84,M,22,15,1
2022HU0050057-01,2022HU0050057,01,00400,34,M,124,22,1
2022HU0050057-02,2022HU0050057,02,00400,33,F,112,22,1
2022HU0050105-01,2022HU0050105,01,00300,83,M,6,16,9
2022HU0050476-01,2022HU0050476,01,00300,60,M,29,22,1
2022HU0050476-02,2022HU0050476,02,00300,59,F,30,22,1
2022HU0051136-01,2022HU0051136,01,00400,77,M,47,21,1
2022HU0051355-01,2022HU0051355,01,00200,64,M,97,18,1
2022HU0051355-02,2022HU0051355,02,00200,65,F,66,16,1
2022HU0051355-03,2022HU0051355,03,00200,27,M,204,21,1
2022HU0052350-01,2022HU0052350,01,00200,19,M,19,19,1
2022HU0052350-02,2022HU0052350,02,00200,20,F,53,20,1
2022HU0052386-01,2022HU0052386,01,00500,70,M,25,16,1
2022HU0052386-02,2022HU0052386,02,00500,80,F,21,21,1
2022HU0053243-01,2022HU0053243,01,00500,69,M,122,19,1
2022HU0053439-01,2022HU0053439,01,00500,63,F,57,22,1
2022HU0053439-02,2022HU0053439,02,00500,71,M,75,21,1
2022HU0053888-01,2022HU0053888,01,00500,66,M,91,16,1
2022HU0053888-02,2022HU0053888,02,00500,65,F,93,16,1
2022HU0054142-01,2022HU0054142,01,00400,77,F,45,16,1
2022HU0054142-02,2022HU0054142,02,00400,78,M,69,18,1
2022HU0055334-01,2022HU0055334,01,00500,47,M,174,16,1
2022HU0055334-02,2022HU0055334,02,00500,19,M,140,16,1
2022HU0055455-01,2022HU0055455,01,00400,48,F,151,22,1
2022HU0055455-02,2022HU0055455,02,00400,15,F,124,12,1
2022HU0055455-03,2022HU0055455,03,00400,11,M,241,08,1
2022HU0056985-01,2022HU0056985,01,00300,38,M,137,20,1
2022HU0057988-01,2022HU0057988,01,00200,41,M,198,19,1
2022HU0057988-02,2022HU0057988,02,00200,43,F,58,16,9
2022HU0058321-01,2022HU0058321,01,00200,30,M,249,16,8
2022HU0058321-02,2022HU0058321,02,00200,30,F,179,21,8
2022HU0058321-03,2022HU0058321,03,00200,1,F,175,,8
2022HU0059788-01,2022HU0059788,01,00400,50,M,98,16,1
2022HU0059788-02,2022HU0059788,02,00400,50,M,118,21,1
2022HU0059788-03,2022HU0059788,03,00400,38,F,154,21,1
2022HU0060089-01,2022HU0060089,01,00100,60,F,89,19,1
2022HU0060089-02,2022HU0060089,02,00100,58,M,69,16,1
2022HU0060089-03,2022HU0060089,03,00100,29,F,184,21,1
2022HU0060089-04,2022HU0060089,04,00100,2,F,119,,1
2022HU0060089-05,2022HU0060089,05,00100,30,M,99,20,1
2022HU0060089-06,2022HU0060089,06,00100,58,M,94,18,1
2022HU0060273-01,2022HU0060273,01,00400,38,F,37,16,1
2022HU0060273-02,2022HU0060273,02,00400,12,F,30,08,1
2022HU0060273-03,2022HU0060273,03,00400,3,M,41,02,1
