person_id,SERIALNO,SPORDER,geography_id,AGEP,sex_code,PWGTP,SCHL,RAC1P
2022HU0325357-01,2022HU0325357,01,00400,49,M,46,21,1
2022HU0325438-01,2022HU0325438,01,00400,50,M,198,21,1
2022HU0325438-02,2022HU0325438,02,00400,53,F,172,21,1
2022HU0325438-03,2022HU0325438,03,00400,25,M,198,19,1
2022HU0326152-01,2022HU0326152,01,00400,30,F,198,19,1
2022HU0326152-02,2022HU0326152,02,00400,33,M,174,17,1
2022HU0326152-03,2022HU0326152,03,00400,17,M,144,14,1
2022HU0326152-04,2022HU0326152,04,00400,8,M,216,05,1
2022HU0326152-05,2022HU0326152,05,00400,7,F,144,05,1
2022HU0326498-01,2022HU0326498,01,00300,37,F,49,18,1
2022HU0326498-02,2022HU0326498,02,00300,39,M,53,18,1
2022HU0326498-03,2022HU0326498,03,00300,13,M,55,09,1
2022HU0326498-04,2022HU0326498,04,00300,10,F,75,07,1
2022HU0326498-05,2022HU0326498,05,00300,7,F,75,04,1
2022HU0326498-06,2022HU0326498,06,00300,4,M,34,01,1
2022HU0326597-01,2022HU0326597,01,00100,33,M,91,21,1
2022HU0327295-01,2022HU0327295,01,00500,30,M,101,22,1
2022HU0327295-02,2022HU0327295,02,00500,23,F,93,20,8
2022HU0327295-03,2022HU0327295,03,00500,3,F,99,01,8
2022HU0327357-01,2022HU0327357,01,00200,66,F,34,21,1
2022HU0327357-02,2022HU0327357,02,00200,56,M,31,21,1
2022HU0327380-01,2022HU0327380,01,00200,39,F,66,16,9
2022HU0327380-02,2022HU0327380,02,00200,14,F,50,11,9
2022HU0327930-01,2022HU0327930,01,00400,81,M,70,18,1
2022HU0327930-02,2022HU0327930,02,00400,78,F,71,18,1
2022HU0327930-03,2022HU0327930,03,00400,52,M,121,16,1
2022HU0327938-01,2022HU0327938,01,00500,63,F,162,18,1
2022HU0328091-01,2022HU0328091,01,00500,30,F,105,20,1
2022HU0328091-02,2022HU0328091,02,00500,36,M,131,21,1
2022HU0328091-03,2022HU0328091,03,00500,8,M,114,04,1
2022HU0328091-04,2022HU0328091,04,00500,6,F,115,02,1
2022HU0328091-05,2022HU0328091,05,00500,1,F,119,,1
2022HU0329762-01,2022HU0329762,01,00200,83,F,83,19,1
2022HU0329762-02,2022HU0329762,02,00200,88,M,80,16,1
2022HU0330383-01,2022HU0330383,01,00100,34,F,138,22,1
2022HU0330383-02,2022HU0330383,02,00100,31,M,80,20,6
2022HU0330898-01,2022HU0330898,01,00200,69,M,101,23,1
2022HU0331918-01,2022HU0331918,01,00300,68,M,39,21,1
2022HU0331918-02,2022HU0331918,02,00300,69,F,46,16,1
2022HU0332180-01,2022HU0332180,01,00300,21,M,125,18,1
2022HU0332180-02,2022HU0332180,02,00300,20,F,184,19,1
2022HU0332680-01,2022HU0332680,01,00200,36,M,12,22,1
2022HU0332680-02,2022HU0332680,02,00200,33,F,12,21,1
2022HU0332680-03,2022HU0332680,03,00200,8,M,20,05,1
2022HU0332680-04,2022HU0332680,04,00200,5,F,14,02,1
2022HU0332680-05,2022HU0332680,05,00200,2,F,5,,1
2022HU0332887-01,2022HU0332887,01,00200,37,F,66,19,9
2022HU0333588-01,2022HU0333588,01,00200,53,M,67,20,1
2022HU0333588-02,2022HU0333588,02,00200,48,F,44,19,1
2022HU0333588-03,2022HU0333588,03,00200,16,F,41,14,1
2022HU0335549-01,2022HU0335549,01,00300,43,F,72,21,1
2022HU0335589-01,2022HU0335589,01,00100,27,F,184,21,1
2022HU0335589-02,2022HU0335589,02,00100,27,M,154,16,1
2022HU0335589-03,2022HU0335589,03,00100,0,M,100,,1
2022HU0335707-01,2022HU0335707,01,00400,52,F,78,21,1
2022HU0335707-02,2022HU0335707,02,00400,43,M,124,16,1
2022HU0335707-03,2022HU0335707,03,00400,16,F,69,13,1
2022HU0337771-01,2022HU0337771,01,00500,36,M,10,20,1
2022HU0338491-01,2022HU0338491,01,00500,42,M,275,13,1
2022HU0338491-02,2022HU0338491,02,00500,22,F,185,12,1
2022HU0338491-03,2022HU0338491,03,00500,73,F,248,16,1
2022HU0340082-01,2022HU0340082,01,00500,52,M,106,16,1
2022HU0340082-02,2022HU0340082,02,00500,51,F,74,21,1
2022HU0340082-03,2022HU0340082,03,00500,10,F,111,07,1
2022HU0340082-04,2022HU0340082,04,00500,5,M,90,02,1
2022HU0341023-01,2022HU0341023,01,00300,41,M,243,18,1
2022HU0341662-01,2022HU0341662,01,00400,67,M,269,18,1
2022HU0342113-01,2022HU0342113,01,00200,60,F,69,10,1
2022HU0342779-01,2022HU0342779,01,00100,57,M,26,17,1
2022HU0342779-02,2022HU0342779,02,00100,56,F,20,16,1
2022HU0343062-01,2022HU0343062,01,00400,45,F,78,19,1
2022HU0343062-02,2022HU0343062,02,00400,15,F,62,12,1
2022HU0343607-01,2022HU0343607,01,00500,63,F,60,18,9
2022HU0343607-02,2022HU0343607,02,00500,70,M,40,17,1
2022HU0343607-03,2022HU0343607,03,00500,21,M,41,16,9
2022HU0343905-01,2022HU0343905,01,00400,47,M,127,20,1
2022HU0343905-02,2022HU0343905,02,00400,48,F,72,22,1
2022HU0343905-03,2022HU0343905,03,00400,17,M,93,14,1
2022HU0343905-04,2022HU0343905,04,00400,20,M,140,19,1
2022HU0343905-05,2022HU0343905,05,00400,18,F,110,13,1
2022HU0343905-06,2022HU0343905,06,00400,18,F,110,13,1
2022HU0343905-07,2022HU0343905,07,00400,13,F,99,08,1
2022HU0343905-08,2022HU0343905,08,00400,12,M,117,08,1
2022HU0344043-01,2022HU0344043,01,00200,73,M,50,17,1
2022HU0345289-01,2022HU0345289,01,00500,79,F,48,16,1
2022HU0345289-02,2022HU0345289,02,00500,68,F,79,16,1
2022HU0346224-01,2022HU0346224,01,00400,67,M,67,19,1
2022HU0346224-02,2022HU0346224,02,00400,69,F,62,19,1
2022HU0346336-01,2022HU0346336,01,00400,63,F,91,19,9
2022HU0346336-02,2022HU0346336,02,00400,61,M,94,18,9
2022HU0346336-03,2022HU0346336,03,00400,32,M,74,16,9
2022HU0346336-04,2022HU0346336,04,00400,58,F,42,01,9
2022HU0346656-01,2022HU0346656,01,00300,36,F,59,19,1
2022HU0346656-02,2022HU0346656,02,00300,37,M,66,16,1
2022HU0346656-03,2022HU0346656,03,00300,14,F,93,11,1
2022HU0346656-04,2022HU0346656,04,00300,7,M,69,04,1
2022HU0346656-05,2022HU0346656,05,00300,2,M,42,,1
2022HU0346656-06,2022HU0346656,06,00300,0,M,42,,1
2022HU0347708-01,2022HU0347708,01,00500,53,F,20,23,3
2022HU0347708-02,2022HU0347708,02,00500,59,M,39,21,3
2022HU0347708-03,2022HU0347708,03,00500,19,M,17,19,3
2022HU0347708-04,2022HU0347708,04,00500,15,F,43,13,3
2022HU0347708-05,2022HU0347708,05,00500,13,M,20,11,3
2022HU0347832-01,2022HU0347832,01,00100,36,F,91,16,1
2022HU0347832-02,2022HU0347832,02,00100,42,M,112,16,1
2022HU0347832-03,2022HU0347832,03,00100,16,F,82,13,1
2022HU0347832-04,2022HU0347832,04,00100,15,F,81,12,1
2022HU0347832-05,2022HU0347832,05,00100,13,F,101,10,1
2022HU0347832-06,2022HU0347832,06,00100,13,F,101,10,1
2022HU0347832-07,2022HU0347832,07,00100,10,F,102,07,1
2022HU0347832-08,2022HU0347832,08,00100,8,F,100,05,1
2022HU0347832-09,2022HU0347832,09,00100,5,M,142,01,1
2022HU0348252-01,2022HU0348252,01,00200,66,M,14,20,1
2022HU0348252-02,2022HU0348252,02,00200,64,F,19,17,1
2022HU0348409-01,2022HU0348409,01,00300,65,F,128,19,9
2022HU0348409-02,2022HU0348409,02,00300,59,M,310,21,1
2022HU0349272-01,2022HU0349272,01,00500,65,F,112,19,1
2022HU0349539-01,2022HU0349539,01,00200,35,M,107,19,1
2022HU0349539-02,2022HU0349539,02,00200,33,F,106,16,1
2022HU0349539-03,2022HU0349539,03,00200,12,M,190,09,1
2022HU0349539-04,2022HU0349539,04,00200,10,M,190,07,1
2022HU0349539-05,2022HU0349539,05,00200,8,F,138,05,1
2022HU0349539-06,2022HU0349539,06,00200,5,F,138,02,1
2022HU0350626-01,2022HU0350626,01,00400,66,M,52,20,1
2022HU0350626-02,2022HU0350626,02,00400,64,F,47,18,1
2022HU0350834-01,2022HU0350834,01,00100,77,M,62,22,1
2022HU0350834-02,2022HU0350834,02,00100,78,F,68,21,1
2022HU0351235-01,2022HU0351235,01,00100,92,M,68,21,1
2022HU0351235-02,2022HU0351235,02,00100,92,F,75,21,1
2022HU0351940-01,2022HU0351940,01,00200,75,M,130,16,1
2022HU0351940-02,2022HU0351940,02,00200,73,F,91,16,1
2022HU0352278-01,2022HU0352278,01,00500,53,M,30,16,3
2022HU0352278-02,2022HU0352278,02,00500,51,F,23,16,3
2022HU0352278-03,2022HU0352278,03,00500,31,F,24,20,3
2022HU0352278-04,2022HU0352278,04,00500,25,F,28,16,3
2022HU0352278-05,2022HU0352278,05,00500,23,F,31,20,3
2022HU0353290-01,2022HU0353290,01,00400,66,F,124,18,1
2022HU0353290-02,2022HU0353290,02,00400,45,F,121,15,1
2022HU0353290-03,2022HU0353290,03,00400,45,F,120,15,1
2022HU0353700-01,2022HU0353700,01,00400,50,M,70,18,1
2022HU0353752-01,2022HU0353752,01,00400,44,F,218,16,1
2022HU0354750-01,2022HU0354750,01,00200,50,F,200,19,3
2022HU0354750-02,2022HU0354750,02,00200,49,M,159,16,1
2022HU0354764-01,2022HU0354764,01,00200,73,F,21,19,3
2022HU0355636-01,2022HU0355636,01,00500,63,M,71,21,9
2022HU0355636-02,2022HU0355636,02,00500,61,F,64,20,1
2022HU0357416-01,2022HU0357416,01,00300,82,M,27,23,1
2022HU0357416-02,2022HU0357416,02,00300,81,F,33,16,1
2022HU0357650-01,2022HU0357650,01,00300,74,M,62,19,1
2022HU0357650-02,2022HU0357650,02,00300,64,F,79,21,1
2022HU0357775-01,2022HU0357775,01,00500,69,F,123,21,1
2022HU0357775-02,2022HU0357775,02,00500,70,F,124,21,1
2022HU0357933-01,2022HU0357933,01,00500,76,M,23,21,9
2022HU0358444-01,2022HU0358444,01,00200,26,F,113,17,1
2022HU0358444-02,2022HU0358444,02,00200,27,M,38,18,9
2022HU0358444-03,2022HU0358444,03,00200,6,M,102,03,9
2022HU0358444-04,2022HU0358444,04,00200,3,F,104,01,9
2022HU0358444-05,2022HU0358444,05,00200,0,F,102,,9
2022HU0359479-01,2022HU0359479,01,00500,35,F,333,19,1
2022HU0359479-02,2022HU0359479,02,00500,44,M,271,14,1
2022HU0359479-03,2022HU0359479,03,00500,13,F,322,10,1
2022HU0359479-04,2022HU0359479,04,00500,12,F,322,09,1
2022HU0359635-01,2022HU0359635,01,00500,40,M,52,21,1
2022HU0360807-01,2022HU0360807,01,00400,43,M,348,21,1
2022HU0360807-02,2022HU0360807,02,00400,33,F,388,20,1
2022HU0361941-01,2022HU0361941,01,00500,35,F,49,20,1
2022HU0361941-02,2022HU0361941,02,00500,41,M,82,16,3
2022HU0361941-03,2022HU0361941,03,00500,12,M,53,09,9
2022HU0362695-01,2022HU0362695,01,00400,31,F,109,21,1
2022HU0362695-02,2022HU0362695,02,00400,12,F,80,09,1
2022HU0363823-01,2022HU0363823,01,00200,39,F,362,01,1
2022HU0363823-02,2022HU0363823,02,00200,36,M,304,01,1
2022HU0363823-03,2022HU0363823,03,00200,14,F,410,09,1
2022HU0363823-04,2022HU0363823,04,00200,8,F,410,03,1
2022HU0363823-05,2022HU0363823,05,00200,4,F,138,01,1
2022HU0363893-01,2022HU0363893,01,00500,79,M,60,21,1
2022HU0363893-02,2022HU0363893,02,00500,76,F,72,21,1
2022HU0364128-01,2022HU0364128,01,00200,71,M,194,17,1
2022HU0364471-01,2022HU0364471,01,00300,49,F,41,19,9
2022HU0364471-02,2022HU0364471,02,00300,48,M,43,20,9
2022HU0364471-03,2022HU0364471,03,00300,15,M,32,12,9
2022HU0364525-01,2022HU0364525,01,00400,46,F,48,21,1
2022HU0364975-01,2022HU0364975,01,00500,61,M,143,19,9
2022HU0364975-02,2022HU0364975,02,00500,53,F,85,22,9
2022HU0365445-01,2022HU0365445,01,00200,70,M,8,21,1
2022HU0365445-02,2022HU0365445,02,00200,70,F,9,21,1
2022HU0365753-01,2022HU0365753,01,00400,36,M,54,19,1
2022HU0366446-01,2022HU0366446,01,00300,29,M,39,21,1
2022HU0366446-02,2022HU0366446,02,00300,29,F,35,20,1
2022HU0366446-03,2022HU0366446,03,00300,3,F,23,01,1
2022HU0366446-04,2022HU0366446,04,00300,1,F,23,,1
2022HU0366961-01,2022HU0366961,01,00100,29,M,34,19,1
2022HU0367255-01,2022HU0367255,01,00500,73,M,16,19,1
2022HU0367255-02,2022HU0367255,02,00500,69,F,17,16,1
2022HU0368479-01,2022HU0368479,01,00100,71,M,29,21,9
2022HU0368479-02,2022HU0368479,02,00100,69,F,89,21,1
2022HU0368563-01,2022HU0368563,01,00200,37,F,56,17,1
2022HU0368563-02,2022HU0368563,02,00200,36,M,61,20,1
2022HU0368563-03,2022HU0368563,03,00200,16,F,61,13,1
2022HU0368563-04,2022HU0368563,04,00200,13,M,75,10,1
2022HU0369636-01,2022HU0369636,01,00100,78,M,17,24,1
2022HU0369636-02,2022HU0369636,02,00100,75,F,22,16,1
2022HU0370383-01,2022HU0370383,01,00500,46,F,63,20,1
2022HU0370383-02,2022HU0370383,02,00500,48,M,64,22,1
2022HU0371110-01,2022HU0371110,01,00400,21,M,160,19,1
2022HU0372393-01,2022HU0372393,01,00300,51,F,97,19,1
2022HU0372538-01,2022HU0372538,01,00400,52,F,46,16,1
2022HU0372538-02,2022HU0372538,02,00400,50,M,65,16,9
2022HU0372737-01,2022HU0372737,01,00200,65,F,83,21,1
2022HU0372737-02,2022HU0372737,02,00200,67,M,77,21,1
2022HU0373787-01,2022HU0373787,01,00200,43,F,401,21,1
2022HU0373787-02,2022HU0373787,02,00200,44,M,75,22,2
2022HU0373787-03,2022HU0373787,03,00200,6,M,108,03,2
2022HU0373787-04,2022HU0373787,04,00200,4,F,105,01,9
2022HU0374217-01,2022HU0374217,01,00400,57,F,67,16,1
2022HU0374217-02,2022HU0374217,02,00400,59,M,61,17,1
2022HU0374217-03,2022HU0374217,03,00400,21,M,100,18,9
2022HU0375569-01,2022HU0375569,01,00300,78,F,27,17,8
2022HU0376185-01,2022HU0376185,01,00300,71,F,128,18,1
2022HU0376399-01,2022HU0376399,01,00200,32,M,106,21,1
2022HU0376399-02,2022HU0376399,02,00200,31,F,56,22,1
2022HU0376501-01,2022HU0376501,01,00200,29,F,39,16,1
2022HU0376789-01,2022HU0376789,01,00500,65,F,64,18,1
2022HU0376966-01,2022HU0376966,01,00300,35,F,44,22,1
2022HU0376966-02,2022HU0376966,02,00300,43,M,49,22,1
2022HU0376966-03,2022HU0376966,03,00300,5,F,69,03,1
2022HU0376966-04,2022HU0376966,04,00300,5,M,52,03,1
2022HU0376966-05,2022HU0376966,05,00300,3,F,24,02,1
2022HU0377004-01,2022HU0377004,01,00500,28,F,426,19,1
2022HU0377004-02,2022HU0377004,02,00500,33,M,269,13,1
2022HU0378068-01,2022HU0378068,01,00500,35,M,418,19,1
2022HU0378068-02,2022HU0378068,02,00500,36,F,372,19,1
2022HU0378068-03,2022HU0378068,03,00500,11,M,272,07,1
2022HU0378068-04,2022HU0378068,04,00500,7,F,341,04,1
2022HU0378227-01,2022HU0378227,01,00300,73,M,39,15,8
2022HU0378227-02,2022HU0378227,02,00300,73,F,48,15,8
2022HU0378252-01,2022HU0378252,01,00500,76,M,11,11,3
2022HU0378252-02,2022HU0378252,02,00500,78,F,61,13,3
2022HU0378252-03,2022HU0378252,03,00500,6,F,35,03,3
2022HU0378252-04,2022HU0378252,04,00500,5,M,23,01,3
2022HU0378527-01,2022HU0378527,01,00100,40,M,86,21,1
2022HU0378527-02,2022HU0378527,02,00100,35,F,79,21,1
2022HU0378527-03,2022HU0378527,03,00100,10,F,81,07,1
2022HU0378527-04,2022HU0378527,04,00100,7,M,117,04,1
2022HU0378527-05,2022HU0378527,05,00100,3,M,85,01,1
2022HU0379645-01,2022HU0379645,01,00500,60,M,111,21,1
2022HU0379704-01,2022HU0379704,01,00500,39,F,75,16,1
2022HU0379704-02,2022HU0379704,02,00500,20,F,110,18,1
2022HU0379704-03,2022HU0379704,03,00500,18,F,95,18,1
2022HU0379704-04,2022HU0379704,04,00500,15,F,66,11,1
2022HU0379704-05,2022HU0379704,05,00500,23,M,134,18,1
2022HU0379704-06,2022HU0379704,06,00500,19,M,380,14,1
2022HU0380380-01,2022HU0380380,01,00300,48,M,819,22,1
2022HU0380380-02,2022HU0380380,02,00300,35,F,675,20,1
2022HU0380380-03,2022HU0380380,03,00300,6,M,781,03,1
2022HU0380380-04,2022HU0380380,04,00300,3,F,372,02,1
2022HU0380493-01,2022HU0380493,01,00200,73,F,41,19,1
2022HU0380663-01,2022HU0380663,01,00300,82,M,77,22,1
2022HU0380663-02,2022HU0380663,02,00300,81,F,95,18,1
2022HU0380663-03,2022HU0380663,03,00300,58,M,92,18,1
2022HU0381910-01,2022HU0381910,01,00500,35,M,101,18,1
2022HU0382891-01,2022HU0382891,01,00100,50,M,31,22,1
2022HU0382891-02,2022HU0382891,02,00100,35,F,49,20,1
2022HU0382895-01,2022HU0382895,01,00400,28,F,98,20,1
2022HU0382895-02,2022HU0382895,02,00400,30,M,102,20,1
2022HU0383303-01,2022HU0383303,01,00400,56,F,62,21,1
2022HU0383303-02,2022HU0383303,02,00400,55,M,59,16,1
2022HU0383619-01,2022HU0383619,01,00400,41,M,106,22,1
2022HU0383619-02,2022HU0383619,02,00400,39,F,101,21,1
2022HU0383619-03,2022HU0383619,03,00400,12,F,108,08,1
2022HU0383619-04,2022HU0383619,04,00400,8,F,108,05,1
2022HU0383621-01,2022HU0383621,01,00100,62,M,208,20,1
2022HU0383692-01,2022HU0383692,01,00500,80,M,137,20,1
2022HU0383692-02,2022HU0383692,02,00500,81,F,133,16,1
2022HU0384153-01,2022HU0384153,01,00200,23,M,48,20,1
2022HU0384153-02,2022HU0384153,02,00200,22,F,60,18,1
2022HU0384153-03,2022HU0384153,03,00200,20,M,49,19,1
2022HU0385225-01,2022HU0385225,01,00500,33,F,163,21,1
2022HU0385225-02,2022HU0385225,02,00500,40,F,151,22,1
2022HU0385225-03,2022HU0385225,03,00500,3,F,131,01,1
2022HU0385225-04,2022HU0385225,04,00500,1,M,147,,1
2022HU0386836-01,2022HU0386836,01,00500,64,F,86,20,1
2022HU0386836-02,2022HU0386836,02,00500,67,M,56,16,1
2022HU0387025-01,2022HU0387025,01,00200,82,F,44,21,1
2022HU0387025-02,2022HU0387025,02,00200,86,M,63,19,1
2022HU0387427-01,2022HU0387427,01,00200,28,M,3,18,9
2022HU0388440-01,2022HU0388440,01,00500,62,M,137,16,1
2022HU0388440-02,2022HU0388440,02,00500,52,F,83,20,1
2022HU0388440-03,2022HU0388440,03,00500,16,F,158,12,1
2022HU0388464-01,2022HU0388464,01,00100,27,F,78,20,1
2022HU0388464-02,2022HU0388464,02,00100,33,M,74,18,1
2022HU0388774-01,2022HU0388774,01,00400,58,M,122,18,8
2022HU0388774-02,2022HU0388774,02,00400,58,F,48,18,6
2022HU0388965-01,2022HU0388965,01,00400,40,F,59,18,1
2022HU0388965-02,2022HU0388965,02,00400,40,M,62,17,1
2022HU0388965-03,2022HU0388965,03,00400,16,F,66,12,1
2022HU0388965-04,2022HU0388965,04,00400,15,F,66,11,1
2022HU0388965-05,2022HU0388965,05,00400,9,M,51,06,1
2022HU0388965-06,2022HU0388965,06,00400,9,F,63,07,1
2022HU0389307-01,2022HU0389307,01,00500,88,M,60,19,1
2022HU0389307-02,2022HU0389307,02,00500,60,F,42,16,1
2022HU0389418-01,2022HU0389418,01,00400,44,F,214,21,1
2022HU0389418-02,2022HU0389418,02,00400,46,M,87,18,1
2022HU0389418-03,2022HU0389418,03,00400,15,F,109,12,1
2022HU0391008-01,2022HU0391008,01,00400,72,F,84,22,1
2022HU0391057-01,2022HU0391057,01,00300,76,F,187,18,1
2022HU0392567-01,2022HU0392567,01,00100,59,M,128,19,1
2022HU0392567-02,2022HU0392567,02,00100,64,F,135,18,1
2022HU0393623-01,2022HU0393623,01,00100,46,F,138,19,1
2022HU0393623-02,2022HU0393623,02,00100,46,M,218,19,1
2022HU0393623-03,2022HU0393623,03,00100,18,M,91,13,1
2022HU0394090-01,2022HU0394090,01,00400,70,M,84,19,1
2022HU0394090-02,2022HU0394090,02,00400,63,F,76,16,1
2022HU0395959-01,2022HU0395959,01,00100,38,F,60,21,1
2022HU0395959-02,2022HU0395959,02,00100,41,M,72,21,1
2022HU0395959-03,2022HU0395959,03,00100,10,M,83,07,1
2022HU0395959-04,2022HU0395959,04,00100,9,M,83,05,1
2022HU0396042-01,2022HU0396042,01,00400,34,M,135,19,1
2022HU0396042-02,2022HU0396042,02,00400,37,F,132,19,1
2022HU0396042-03,2022HU0396042,03,00400,1,F,106,,1
2022HU0396042-04,2022HU0396042,04,00400,0,M,201,,1
2022HU0396383-01,2022HU0396383,01,00400,37,F,354,18,1
2022HU0396383-02,2022HU0396383,02,00400,10,M,397,07,1
2022HU0396590-01,2022HU0396590,01,00400,51,F,69,20,1
2022HU0396590-02,2022HU0396590,02,00400,55,M,105,22,1
2022HU0396590-03,2022HU0396590,03,00400,17,F,78,14,1
2022HU0396611-01,2022HU0396611,01,00100,79,F,10,23,1
2022HU0396611-02,2022HU0396611,02,00100,80,M,9,19,1
2022HU0398194-01,2022HU0398194,01,00100,54,M,29,21,1
2022HU0398194-02,2022HU0398194,02,00100,52,F,27,18,1
2022HU0398194-03,2022HU0398194,03,00100,22,F,28,16,1
2022HU0399077-01,2022HU0399077,01,00500,46,M,84,21,1
2022HU0399077-02,2022HU0399077,02,00500,46,F,54,21,1
2022HU0399077-03,2022HU0399077,03,00500,16,M,53,12,1
2022HU0399077-04,2022HU0399077,04,00500,13,M,127,10,1
2022HU0399077-05,2022HU0399077,05,00500,11,F,155,08,1
2022HU0399350-01,2022HU0399350,01,00300,59,M,161,17,1
2022HU0399350-02,2022HU0399350,02,00300,34,M,197,16,1
2022HU0401215-01,2022HU0401215,01,00400,40,F,76,17,1
2022HU0401215-02,2022HU0401215,02,00400,50,M,105,17,1
2022HU0401215-03,2022HU0401215,03,00400,8,F,64,05,1
2022HU0401215-04,2022HU0401215,04,00400,3,M,84,01,1
2022HU0401215-05,2022HU0401215,05,00400,0,M,82,,1
2022HU0401972-01,2022HU0401972,01,00200,78,F,224,16,1
2022HU0402484-01,2022HU0402484,01,00100,53,M,7,21,1
2022HU0403704-01,2022HU0403704,01,00100,54,F,81,19,1
2022HU0404001-01,2022HU0404001,01,00100,70,M,128,21,1
2022HU0404001-02,2022HU0404001,02,00100,70,F,110,19,1
2022HU0404468-01,2022HU0404468,01,00200,28,F,136,22,1
2022HU0404468-02,2022HU0404468,02,00200,29,M,110,20,1
2022HU0404468-03,2022HU0404468,03,00200,1,F,142,,1
2022HU0404599-01,2022HU0404599,01,00100,45,F,33,23,1
2022HU0404599-02,2022HU0404599,02,00100,54,M,42,19,1
2022HU0404599-03,2022HU0404599,03,00100,16,F,49,13,1
2022HU0406140-01,2022HU0406140,01,00300,28,F,51,20,1
2022HU0406140-02,2022HU0406140,02,00300,29,M,57,16,1
2022HU0406140-03,2022HU0406140,03,00300,5,F,88,02,1
2022HU0406140-04,2022HU0406140,04,00300,1,F,31,,1
2022HU0406140-05,2022HU0406140,05,00300,0,F,31,,1
2022HU0406274-01,2022HU0406274,01,00500,24,F,116,20,1
2022HU0406274-02,2022HU0406274,02,00500,3,M,91,01,1
2022HU0406274-03,2022HU0406274,03,00500,24,F,72,20,1
2022HU0406312-01,2022HU0406312,01,00500,74,M,98,21,1
2022HU0406312-02,2022HU0406312,02,00500,71,F,91,19,1
2022HU0406320-01,2022HU0406320,01,00500,35,M,108,18,1
2022HU0406320-02,2022HU0406320,02,00500,30,F,105,19,1
2022HU0406320-03,2022HU0406320,03,00500,12,M,71,08,1
2022HU0406807-01,2022HU0406807,01,00500,52,M,58,19,1
2022HU0406807-02,2022HU0406807,02,00500,51,F,87,19,1
2022HU0406807-03,2022HU0406807,03,00500,26,M,65,19,1
2022HU0406807-04,2022HU0406807,04,00500,24,F,39,20,1
2022HU0406865-01,2022HU0406865,01,00400,71,F,83,18,1
2022HU0409541-01,2022HU0409541,01,00400,22,F,133,20,1
2022HU0409541-02,2022HU0409541,02,00400,22,M,90,16,1
2022HU0409541-03,2022HU0409541,03,00400,1,F,195,,1
2022HU0409698-01,2022HU0409698,01,00300,51,M,51,16,1
2022HU0409698-02,2022HU0409698,02,00300,52,F,76,17,9
2022HU0410058-01,2022HU0410058,01,00300,38,F,91,21,9
2022HU0410058-02,2022HU0410058,02,00300,49,M,85,21,1
2022HU0410058-03,2022HU0410058,03,00300,11,F,59,08,9
2022HU0410482-01,2022HU0410482,01,00100,55,F,57,16,1
2022HU0410482-02,2022HU0410482,02,00100,59,M,52,16,1
2022HU0410976-01,2022HU0410976,01,00200,81,F,85,20,1
2022HU0411120-01,2022HU0411120,01,00200,59,M,88,20,1
2022HU0411262-01,2022HU0411262,01,00500,65,F,143,19,1
2022HU0411262-02,2022HU0411262,02,00500,67,M,185,17,1
2022HU0411749-01,2022HU0411749,01,00200,44,F,82,23,1
2022HU0411749-02,2022HU0411749,02,00200,42,M,71,16,1
2022HU0411749-03,2022HU0411749,03,00200,14,M,131,11,1
2022HU0411749-04,2022HU0411749,04,00200,8,M,129,04,1
2022HU0411858-01,2022HU0411858,01,00400,77,M,82,17,1
2022HU0411858-02,2022HU0411858,02,00400,77,F,57,16,1
2022HU0412890-01,2022HU0412890,01,00500,47,M,10,16,1
2022HU0412890-02,2022HU0412890,02,00500,44,F,13,16,1
2022HU0413373-01,2022HU0413373,01,00300,66,F,61,16,1
2022HU0413617-01,2022HU0413617,01,00300,44,M,135,19,1
2022HU0413617-02,2022HU0413617,02,00300,19,F,76,16,1
2022HU0413617-03,2022HU0413617,03,00300,15,M,164,12,1
2022HU0413617-04,2022HU0413617,04,00300,13,F,168,10,1
2022HU0413857-01,2022HU0413857,01,00500,86,M,8,01,1
2022HU0413857-02,2022HU0413857,02,00500,82,F,10,16,1
2022HU0414716-01,2022HU0414716,01,00200,67,F,58,16,1
2022HU0414716-02,2022HU0414716,02,00200,41,M,130,15,1
2022HU0415255-01,2022HU0415255,01,00200,73,M,63,16,1
2022HU0415255-02,2022HU0415255,02,00200,70,F,48,21,1
2022HU0415842-01,2022HU0415842,01,00300,21,M,39,18,1
2022HU0415842-02,2022HU0415842,02,00300,21,F,57,20,1
2022HU0416136-01,2022HU0416136,01,00100,80,F,71,19,1
2022HU0416262-01,2022HU0416262,01,00300,59,M,63,21,1
2022HU0416262-02,2022HU0416262,02,00300,56,F,60,21,1
2022HU0416641-01,2022HU0416641,01,00400,74,M,107,16,1
2022HU0416673-01,2022HU0416673,01,00500,44,M,19,16,1
2022HU0416683-01,2022HU0416683,01,00100,64,F,142,21,1
2022HU0416683-02,2022HU0416683,02,00100,68,M,152,21,1
2022HU0417499-01,2022HU0417499,01,00100,27,F,101,19,1
2022HU0417499-02,2022HU0417499,02,00100,2,M,120,,1
2022HU0417499-03,2022HU0417499,03,00100,30,M,117,20,1
2022HU0417994-01,2022HU0417994,01,00400,20,M,72,16,1
2022HU0417994-02,2022HU0417994,02,00400,23,F,130,17,1
2022HU0420752-01,2022HU0420752,01,00100,42,F,146,17,1
2022HU0420752-02,2022HU0420752,02,00100,40,M,171,17,1
2022HU0420752-03,2022HU0420752,03,00100,15,F,192,11,1
2022HU0420846-01,2022HU0420846,01,00500,37,F,140,21,1
